,formatted_address,name,rating,user_ratings_total,geometry.location.lat,geometry.location.lng,Street,commune,country,store_name,communes
3042,"Fislisbacherstrasse 4, 5406 Rütihof, Switzerland",SPAR Supermarkt Baden-Rütihof,4.3,92.0,47.438542,8.271346,Fislisbacherstrasse 4, 5406 Rütihof, Switzerland,spar,fislisbach
3043,"Zelgweg 17, 5405 Baden, Switzerland",migrolino Dättwil Baregg,4.2,71.0,47.4564063,8.2829982,Zelgweg 17, 5405 Baden, Switzerland,migro,baden
3044,"Wambisterstrasse 2, 5412 Gebenstorf, Switzerland",Denner Discount,4.3,85.0,47.4899498,8.24475,Wambisterstrasse 2, 5412 Gebenstorf, Switzerland,denner,gebenstorf
3045,"Dorfstrasse 11, 5242 Lupfig, Switzerland",Volg,4.4,101.0,47.44137569999999,8.2025509,Dorfstrasse 11, 5242 Lupfig, Switzerland,volg,dorf
3046,"Bahnhofstrasse 31, 5400 Baden, Switzerland",ALDI SUISSE,4.1,49.0,47.47687699999999,8.3081651,Bahnhofstrasse 31, 5400 Baden, Switzerland,aldi,baden
3047,"Mellingerstrasse 142, 5400 Baden, Switzerland",VOI Migros-Partner Baden - Mellingerstrasse,4.1,139.0,47.4673429,8.293434399999999,Mellingerstrasse 142, 5400 Baden, Switzerland,migro,baden
3048,"Langhaus 5, 5400 Baden, Switzerland",Coop Supermarkt Baden Bahnhof,4.2,1119.0,47.4770416,8.3068607,Langhaus 5, 5400 Baden, Switzerland,coop,baden
3049,"Bahnhofstrasse 40/42, 5400 Baden, Switzerland",Migros Supermarkt,4.4,773.0,47.4769437,8.3085122,Bahnhofstrasse 40/42, 5400 Baden, Switzerland,migro,baden
3050,"Landstrasse 79, 5430 Wettingen, Switzerland",Coop Pronto Shop Wettingen Landstrasse 79,4.2,128.0,47.4669258,8.324861000000002,Landstrasse 79, 5430 Wettingen, Switzerland,coop,ettingen
3051,"Zentrum Gugger, Badenerstrasse 7D, 5442 Fislisbach, Switzerland",Migros Supermarkt,4.2,278.0,47.4360685,8.2901815,Zentrum Gugger, Badenerstrasse 7D, 5442 Fislisbach,migro,baden
3052,"Badenerstrasse 5c, 5442 Fislisbach, Switzerland",Denner Discount,4.1,81.0,47.43592109999999,8.291046699999999,Badenerstrasse 5c, 5442 Fislisbach, Switzerland,denner,baden
3053,"Moosstrasse 2, 5443 Niederrohrdorf, Switzerland",VOI Migros-Partner Niederrohrdorf,4.5,38.0,47.4250646,8.300889699999999,Moosstrasse 2, 5443 Niederrohrdorf, Switzerland,migro,dorf
3054,"Zentrum 2, 5443 Niederrohrdorf, Switzerland",Coop Supermarkt Niederrohrdorf,3.9,218.0,47.4237764,8.3052128,Zentrum 2, 5443 Niederrohrdorf, Switzerland,coop,dorf
3055,"Birrfeldstrasse 21, 5507 Mellingen, Switzerland",Coop Supermarkt Mellingen,4.3,584.0,47.4185553,8.269894299999999,Birrfeldstrasse 21, 5507 Mellingen, Switzerland,coop,mellingen
3056,"Lenzburgerstrasse 50, 5507 Mellingen, Switzerland",Migros Supermarkt,4.2,494.0,47.4132358,8.267057399999999,Lenzburgerstrasse 50, 5507 Mellingen, Switzerland,migro,mellingen
3057,"Alte Poststrasse 2, 5417 Untersiggenthal, Switzerland",Volg,4.2,72.0,47.4983559,8.26161,Alte Poststrasse 2, 5417 Untersiggenthal, Switzerland,volg,thal
3058,"Kirchweg 25, 5415 Obersiggenthal, Switzerland",Denner Satellit,4.4,173.0,47.4887029,8.2923888,Kirchweg 25, 5415 Obersiggenthal, Switzerland,denner,thal
3059,"Bruggerstrasse 194, 5400 Baden, Switzerland",migrolino Baden Kappelerhof,4.2,45.0,47.4825636,8.278758,Bruggerstrasse 194, 5400 Baden, Switzerland,migro,baden
3060,"Dorfstrasse 60D, 5417 Untersiggenthal, Switzerland",Coop Supermarkt Untersiggenthal,4.0,132.0,47.5019206,8.2552685,Dorfstrasse 60D, 5417 Untersiggenthal, Switzerland,coop,dorf
3061,"Hinterrebenstrasse 8, 5412 Gebenstorf, Switzerland",Volg,4.5,56.0,47.48106749999999,8.2419177,Hinterrebenstrasse 8, 5412 Gebenstorf, Switzerland,volg,gebenstorf
3062,"Landstrasse 62, 5412 Gebenstorf, Switzerland",Coop Pronto Shop mit Tankstelle Gebenstorf,4.2,242.0,47.4833781,8.241223,Landstrasse 62, 5412 Gebenstorf, Switzerland,coop,gebenstorf
3063,"Dorfstrasse 60, 5210 Windisch, Switzerland",Volg,4.4,44.0,47.48264690000001,8.228280999999999,Dorfstrasse 60, 5210 Windisch, Switzerland,volg,dorf
3064,"Bahnhofstrasse 17, 5300 Turgi, Switzerland",SPAR Supermarkt Turgi,4.3,189.0,47.4944698,8.2527023,Bahnhofstrasse 17, 5300 Turgi, Switzerland,spar,turgi
3065,"Hauserstrasse 43, 5210 Windisch, Switzerland",Coop Supermarkt Windisch Hauserstrasse,4.0,172.0,47.4744544,8.2132995,Hauserstrasse 43, 5210 Windisch, Switzerland,coop,windisch
3066,"Bahnhofstrasse 6A, 5210 Windisch, Switzerland",Coop Supermarkt Brugg Campus,3.8,80.0,47.48167309999999,8.2113392,Bahnhofstrasse 6A, 5210 Windisch, Switzerland,coop,windisch
3067,"Bahnhofstrasse 14, 5210 Windisch, Switzerland",Coop Supermarkt Windisch Bahnhof,3.6,17.0,47.4815031,8.2113224,Bahnhofstrasse 14, 5210 Windisch, Switzerland,coop,windisch
3068,"Bachmattstrasse 35, 5210 Windisch, Switzerland",Migros Supermarkt,4.3,333.0,47.4746926,8.2127078,Bachmattstrasse 35, 5210 Windisch, Switzerland,migro,windisch
3069,"Platenenweg Shoppi Basement, 8957 Spreitenbach, Switzerland",Denner Discount,5.0,2.0,47.4219817,8.3678478,Platenenweg Shoppi Basement, 8957 Spreitenbach, Switzerland,denner,spreitenbach
3070,"Hochhaus 9, 8957 Spreitenbach, Switzerland",Denner,4.2,64.0,47.4226336,8.3704576,Hochhaus 9, 8957 Spreitenbach, Switzerland,denner,spreitenbach
3071,"Einkaufscenter Shoppi Tivoli, 8957 Spreitenbach, Switzerland",Migros,4.3,540.0,47.4233718,8.3691242,Einkaufscenter Shoppi Tivoli, 8957 Spreitenbach, Switzerland,migro,spreitenbach
3072,"Sonnmatt 8, 5608 Stetten, Switzerland",Volg Stetten,4.2,140.0,47.3988403,8.3069653,Sonnmatt 8, 5608 Stetten, Switzerland,volg,
3073,"Hauptstrasse 25, 5506 Mägenwil, Switzerland",Volg Laden Mägenwil,4.3,70.0,47.4115238,8.2296447,Hauptstrasse 25, 5506 Mägenwil, Switzerland,volg,mägenwil
3074,"Weststrasse 6, 5506 Mägenwil, Switzerland",Coop Pronto,3.0,1.0,47.4122502,8.2229944,Weststrasse 6, 5506 Mägenwil, Switzerland,coop,mägenwil
3075,"Steiacherstrasse 3, 5506 Mägenwil, Switzerland",Denner AG Verteilzentrale,3.6,161.0,47.4147481,8.229523799999999,Steiacherstrasse 3, 5506 Mägenwil, Switzerland,denner,mägenwil
3076,"Ahornweg 14, 5504 Othmarsingen, Switzerland",migrolino Othmarsingen,4.3,175.0,47.4072006,8.2198697,Ahornweg 14, 5504 Othmarsingen, Switzerland,migro,othmarsingen
3077,"Lenzburgerstrasse 5, 5504 Othmarsingen, Switzerland",VOLG Laden Othmarsingen,4.3,77.0,47.4006698,8.2142775,Lenzburgerstrasse 5, 5504 Othmarsingen, Switzerland,volg,lenzburg
3078,"Hauptstrasse 21, 5512 Wohlenschwil, Switzerland",Volg Laden Wohlenschwil,4.4,71.0,47.4127447,8.256983300000002,Hauptstrasse 21, 5512 Wohlenschwil, Switzerland,volg,wohlenschwil
3079,"Bünzweg 2, 5504 Othmarsingen, Switzerland",Coop Supermarkt Othmarsingen,4.2,132.0,47.40074509999999,8.215597599999999,Bünzweg 2, 5504 Othmarsingen, Switzerland,coop,othmarsingen
3080,"Dintikerstrasse 4A, 5604 Hendschiken, Switzerland",Volg Laden Hendschiken,4.4,66.0,47.3853801,8.2186196,Dintikerstrasse 4A, 5604 Hendschiken, Switzerland,volg,hendschiken
3081,"Flachsacherstrasse 1, 5242 Lupfig, Switzerland",Denner Partner,4.4,120.0,47.4400893,8.2055884,Flachsacherstrasse 1, 5242 Lupfig, Switzerland,denner,lupfig
3082,"Dorfpl. 1, 5600 Ammerswil, Switzerland",Coop Supermarkt Villmergen,4.0,274.0,47.3696407,8.2071797,Dorfpl. 1, 5600 Ammerswil, Switzerland,coop,dorf
3083,"Einkaufszentrum, Lenzburgerstrasse 50, 5507 Mellingen, Switzerland",Denner Discount,4.3,133.0,47.413208,8.267026999999999,Einkaufszentrum, Lenzburgerstrasse 50, 5507 Mellingen,denner,mellingen
3084,"Lenzburgerstrasse 2, 5702 Niederlenz, Switzerland",VOI Migros-Partner Niederlenz,4.3,135.0,47.3990732,8.1777559,Lenzburgerstrasse 2, 5702 Niederlenz, Switzerland,migro,lenzburg
3085,"Lenzburgerstrasse 6, 5504 Othmarsingen, Switzerland",Coop Pronto Shop mit Tankstelle Hendschiken,0.0,0.0,47.4013921,8.2135637,Lenzburgerstrasse 6, 5504 Othmarsingen, Switzerland,coop,lenzburg
3086,"Zürcherstrasse 113, 5432 Neuenhof, Switzerland",Migros Supermarkt,4.1,255.0,47.450122,8.327479799999999,Zürcherstrasse 113, 5432 Neuenhof, Switzerland,migro,neuenhof
3087,"Albertstrasse 2, 5432 Neuenhof, Switzerland",Coop Supermarkt Neuenhof,3.9,159.0,47.4491091,8.328454899999999,Albertstrasse 2, 5432 Neuenhof, Switzerland,coop,neuenhof
3088,"Schwimmbadstrasse 29, 5430 Wettingen, Switzerland",Lidl Schweiz,4.0,660.0,47.4622647,8.3104211,Schwimmbadstrasse 29, 5430 Wettingen, Switzerland,lidl,ettingen
3089,"Landstrasse 99, 5430 Wettingen, Switzerland",ALDI SUISSE,4.1,322.0,47.4658547,8.3273079,Landstrasse 99, 5430 Wettingen, Switzerland,aldi,ettingen
3090,"Hertensteinstrasse, 5415 Nussbaumen, Switzerland",Migros Supermarkt,4.2,248.0,47.4881945,8.2926612,Hertensteinstrasse, 5415 Nussbaumen, Switzerland,migro,ins
3091,"Kirchweg 27, 5415 Nussbaumen, Switzerland",Coop Supermarkt Nussbaumen,4.0,222.0,47.4886907,8.2918313,Kirchweg 27, 5415 Nussbaumen, Switzerland,coop,
3092,"Landstrasse 166, 5415 Nussbaumen, Switzerland",Coop Pronto Shop mit Tankstelle Nussbaumen,4.1,274.0,47.4879991,8.2889114,Landstrasse 166, 5415 Nussbaumen, Switzerland,coop,
3093,"Bruggerstrasse 161, 5400 Baden, Switzerland",Denner Discount,3.9,133.0,47.483111,8.286067899999999,Bruggerstrasse 161, 5400 Baden, Switzerland,denner,baden
3094,"Zugerstrasse 3, 5620 Bremgarten, Switzerland",Denner Discount,4.4,45.0,47.350069,8.3456882,Zugerstrasse 3, 5620 Bremgarten, Switzerland,denner,zug
3095,"Wohlerstrasse 18, 5620 Bremgarten, Switzerland",migrolino Bremgarten Fohlenweide,4.4,166.0,47.3556366,8.326271,Wohlerstrasse 18, 5620 Bremgarten, Switzerland,migro,
3096,"Kuhgässlistrasse 7, 5303 Würenlingen, Switzerland",Coop Supermarkt Würenlingen Aarepark,4.3,1281.0,47.524968,8.2444185,Kuhgässlistrasse 7, 5303 Würenlingen, Switzerland,coop,würenlingen
3097,"Wiesenstrasse 4, 5303 Würenlingen, Switzerland",Denner Discount,4.4,125.0,47.5256062,8.245319,Wiesenstrasse 4, 5303 Würenlingen, Switzerland,denner,würenlingen
3098,"Zürcherstrasse 3, 5210 Windisch, Switzerland",migrolino Windisch,4.0,38.0,47.4824206,8.212629399999999,Zürcherstrasse 3, 5210 Windisch, Switzerland,migro,windisch
3099,"Landstrasse 69, 5430 Wettingen, Switzerland",Migros Supermarkt,4.2,664.0,47.4671072,8.324200800000002,Landstrasse 69, 5430 Wettingen, Switzerland,migro,ettingen
3100,"Landstrasse 79, 5430 Wettingen, Switzerland",Denner Discount,4.1,185.0,47.4667273,8.3250057,Landstrasse 79, 5430 Wettingen, Switzerland,denner,ettingen
3101,"Landstrasse 151, 5430 Wettingen, Switzerland",Coop Pronto Shop mit Tankstelle Wettingen Landstrasse,4.4,167.0,47.4619396,8.335475299999999,Landstrasse 151, 5430 Wettingen, Switzerland,coop,ettingen
3102,"Bahnhofstrasse 20, 5605 Dottikon, Switzerland",Coop Supermarkt Dottikon,4.0,242.0,47.3815232,8.2391242,Bahnhofstrasse 20, 5605 Dottikon, Switzerland,coop,dottikon
3103,"Dorfstrasse 8, 5303 Würenlingen, Switzerland",Volg Würenlingen,4.3,66.0,47.53227220000001,8.257105,Dorfstrasse 8, 5303 Würenlingen, Switzerland,volg,dorf
3104,"Industriestrasse 23, 5303 Würenlingen, Switzerland",Coop Pronto Shop mit Tankstelle Würenlingen,4.1,169.0,47.5263392,8.2425391,Industriestrasse 23, 5303 Würenlingen, Switzerland,coop,würenlingen
3105,"Vorhard 14, 5312 Döttingen, Switzerland",Lidl Schweiz,4.2,332.0,47.556703,8.250278999999999,Vorhard 14, 5312 Döttingen, Switzerland,lidl,döttingen
3106,"Oelberg 1, 5234 Villigen, Switzerland",Volg,4.7,91.0,47.5255928,8.2154303,Oelberg 1, 5234 Villigen, Switzerland,volg,villigen
3107,"Kommendeweg 8, 5316 Leuggern, Switzerland",Volg,4.5,60.0,47.5802536,8.2164068,Kommendeweg 8, 5316 Leuggern, Switzerland,volg,leuggern
3108,"A1 Wald, Richtung Bern, 5436 Würenlos, Switzerland",migrolino Würenlos Wald,3.8,132.0,47.4388022,8.3478512,A1 Wald, Richtung Bern, 5436 Würenlos,migro,bern
3109,"Schulstrasse 22, 5436 Würenlos, Switzerland",Volg Würenlos,4.4,85.0,47.4424661,8.3655574,Schulstrasse 22, 5436 Würenlos, Switzerland,volg,würenlos
3110,"Grossächerstrasse 2a, 8966 Oberwil-Lieli, Switzerland",Volg,4.3,80.0,47.3415871,8.396505399999999,Grossächerstrasse 2a, 8966 Oberwil-Lieli, Switzerland,volg,oberwil-lieli
3111,"Oberdorfstrasse 25, 5621 Zufikon, Switzerland",Volg,4.2,69.0,47.3452454,8.3571606,Oberdorfstrasse 25, 5621 Zufikon, Switzerland,volg,dorf
3112,"Sonnengutstrasse 2, 5620 Bremgarten, Switzerland",Coop Supermarkt Bremgarten,4.2,489.0,47.35163379999999,8.3482326,Sonnengutstrasse 2, 5620 Bremgarten, Switzerland,coop,
3113,"Zürcherstrasse 8, 5620 Bremgarten, Switzerland",migrolino Bremgarten,4.3,135.0,47.3513448,8.3457318,Zürcherstrasse 8, 5620 Bremgarten, Switzerland,migro,
3114,"Zufikerstrasse 2, Einkaufszentrum, 5620 Bremgarten, Switzerland",Denner Discount,4.2,160.0,47.352699,8.349618999999999,Zufikerstrasse 2, Einkaufszentrum, 5620 Bremgarten,denner,
3115,"Zufikerstrasse 2, 5620 Bremgarten, Switzerland",Migros Supermarkt,4.2,530.0,47.352066,8.3498773,Zufikerstrasse 2, 5620 Bremgarten, Switzerland,migro,
3116,"Wohlerstrasse 55, 5620 Bremgarten, Switzerland",SPAR express Bremgarten,4.5,15.0,47.3551297,8.3252467,Wohlerstrasse 55, 5620 Bremgarten, Switzerland,spar,
3117,"Isenlaufstrasse 2, 5620 Bremgarten, Switzerland",Denner Satellit,4.5,100.0,47.346581,8.3403412,Isenlaufstrasse 2, 5620 Bremgarten, Switzerland,denner,
3118,"Badenerstrasse 2, 5620 Bremgarten, Switzerland",Coop Pronto Shop mit Tankstelle Bremgarten,4.2,308.0,47.355061,8.3501315,Badenerstrasse 2, 5620 Bremgarten, Switzerland,coop,baden
3119,"Zentralstrasse 22, 5623 Boswil, Switzerland",Volg Boswil,4.3,185.0,47.3005229,8.3127163,Zentralstrasse 22, 5623 Boswil, Switzerland,volg,boswil
3120,"Dorfstrasse 4, 5606 Dintikon, Switzerland",Volg Laden Dintikon,4.1,65.0,47.36460109999999,8.2286509,Dorfstrasse 4, 5606 Dintikon, Switzerland,volg,dorf
3121,"Friedhofstrasse 7, 5610 Wohlen, Switzerland",Volg Wohlen,4.3,58.0,47.3470598,8.2770242,Friedhofstrasse 7, 5610 Wohlen, Switzerland,volg,
3122,"Bahnhofpl. 1, 5610 Wohlen, Switzerland",Coop Pronto Shop Wohlen Bahnhof,3.8,109.0,47.3484573,8.2700246,Bahnhofpl. 1, 5610 Wohlen, Switzerland,coop,
3123,"Grenzweg 3, 5612 Villmergen, Switzerland",ALDI SUISSE,4.2,564.0,47.3497923,8.2587294,Grenzweg 3, 5612 Villmergen, Switzerland,aldi,villmergen
3124,"Alte Bahnhofstrasse 2, 5610 Wohlen, Switzerland",Coop Supermarkt Wohlen,4.2,577.0,47.3502205,8.2704831,Alte Bahnhofstrasse 2, 5610 Wohlen, Switzerland,coop,
3125,"Bahnhofstrasse 16, 5605 Dottikon, Switzerland",Denner Partner,4.4,116.0,47.38173459999999,8.2396902,Bahnhofstrasse 16, 5605 Dottikon, Switzerland,denner,dottikon
3126,"Muristrasse 8, 5623 Boswil, Switzerland",migrolino Boswil,4.3,82.0,47.2980001,8.3163503,Muristrasse 8, 5623 Boswil, Switzerland,migro,boswil
3127,"Im Zentrum 1E, 5614 Sarmenstorf, Switzerland",Volg Sarmenstorf,4.5,57.0,47.31089129999999,8.2512905,Im Zentrum 1E, 5614 Sarmenstorf, Switzerland,volg,sarmenstorf
3128,"Schulhausstrasse 2, 5612 Villmergen, Switzerland",Migros Supermarkt,4.3,16.0,47.3475086,8.2444349,Schulhausstrasse 2, 5612 Villmergen, Switzerland,migro,villmergen
3129,"Bahnhofstrasse 7, 5610 Wohlen, Switzerland",Migros Supermarkt,4.3,916.0,47.3491497,8.272886999999999,Bahnhofstrasse 7, 5610 Wohlen, Switzerland,migro,
3130,"Chilerain 1, 5607 Hägglingen, Switzerland","Volg, post office",4.5,65.0,47.3880153,8.2539863,Chilerain 1, 5607 Hägglingen, Switzerland,volg,rain
3131,"Gartenweg 6, 5606 Dintikon, Switzerland",Coop Pronto Shop mit Tankstelle Dintikon,4.3,465.0,47.3702118,8.2316749,Gartenweg 6, 5606 Dintikon, Switzerland,coop,dintikon
3132,"Unterdorfstrasse 7a, 5707 Seengen, Switzerland",VOI Migros-Partner Seengen,4.4,173.0,47.3249137,8.2036037,Unterdorfstrasse 7a, 5707 Seengen, Switzerland,migro,dorf
3133,"Wiedmattenstrasse 2, 5525 Fischbach-Göslikon, Switzerland",Migrol Tankstelle,4.4,17.0,47.3666212,8.313551499999999,Wiedmattenstrasse 2, 5525 Fischbach-Göslikon, Switzerland,migro,fischbach
3134,"Lägernstrasse 5, 5610 Wohlen, Switzerland",ALDI SUISSE,4.2,642.0,47.35840349999999,8.2727524,Lägernstrasse 5, 5610 Wohlen, Switzerland,aldi,
3135,"Dorfstrasse 5, 8916 Jonen, Switzerland",Volg Jonen,4.3,73.0,47.2960611,8.394671899999999,Dorfstrasse 5, 8916 Jonen, Switzerland,volg,dorf
3136,"Rigiweg 1, 5614 Sarmenstorf, Switzerland",Denner Satellit,4.5,116.0,47.3092401,8.2469054,Rigiweg 1, 5614 Sarmenstorf, Switzerland,denner,sarmenstorf
3137,"Hintergasse 12, 5615 Fahrwangen, Switzerland",Migros Supermarkt,4.2,148.0,47.294263,8.2438793,Hintergasse 12, 5615 Fahrwangen, Switzerland,migro,fahrwangen
3138,"Dinkelhof 2, 5706 Boniswil, Switzerland",Volg,4.1,74.0,47.315791,8.1847595,Dinkelhof 2, 5706 Boniswil, Switzerland,volg,boniswil
3139,"Bremgarterstrasse 48, 5610 Wohlen, Switzerland",Denner Discount,4.2,184.0,47.3472233,8.290739799999999,Bremgarterstrasse 48, 5610 Wohlen, Switzerland,denner,
3140,"Hauptstrasse 37, 5616 Meisterschwanden, Switzerland",Volg Meisterschwanden,4.3,120.0,47.2966282,8.2266126,Hauptstrasse 37, 5616 Meisterschwanden, Switzerland,volg,meisterschwanden
3141,"Bullenbergstrasse 2, 5610 Wohlen, Switzerland",Lidl Schweiz,3.9,759.0,47.348112,8.261847,Bullenbergstrasse 2, 5610 Wohlen, Switzerland,lidl,bulle
3142,"Dorfpl. 8, 5612 Villmergen, Switzerland",Denner Discount,4.0,38.0,47.3471791,8.2454293,Dorfpl. 8, 5612 Villmergen, Switzerland,denner,dorf
3143,"Alte Bahnhofstrasse 27, 5610 Wohlen, Switzerland",Denner Discount,4.3,240.0,47.3500933,8.2696273,Alte Bahnhofstrasse 27, 5610 Wohlen, Switzerland,denner,
3144,"Gassäckerstrasse 1, 5618 Bettwil, Switzerland",Volg Bettwil,4.6,17.0,47.2899705,8.2684642,Gassäckerstrasse 1, 5618 Bettwil, Switzerland,volg,bettwil
3145,"Ammerswilerstrasse 8, 5704 Egliswil, Switzerland",Volg Egliswil,4.6,78.0,47.34956529999999,8.1885798,Ammerswilerstrasse 8, 5704 Egliswil, Switzerland,volg,ammerswil
3146,"Dorfplatz 7, 5612 Villmergen, Switzerland",Denner Villmergen,4.5,37.0,47.3471722,8.2453338,Dorfplatz 7, 5612 Villmergen, Switzerland,denner,dorf
3147,"Alte Bahnhofstrasse 1, 5612 Villmergen, Switzerland",COOP,4.2,21.0,47.3470023,8.2454407,Alte Bahnhofstrasse 1, 5612 Villmergen, Switzerland,coop,villmergen
3148,"Zentrumstrasse 2, 5622 Waltenschwil, Switzerland",Volg Waltenschwil,4.5,93.0,47.3349135,8.3001654,Zentrumstrasse 2, 5622 Waltenschwil, Switzerland,volg,waltenschwil
3149,"Gutstrasse 159, 8047 Zürich, Switzerland",Coop Supermarkt Zürich Gutstrasse,3.9,220.0,47.3737036,8.502472599999999,Gutstrasse 159, 8047 Zürich, Switzerland,coop,zürich
3150,"Schachenstrasse 115, 8906 Bonstetten, Switzerland",Migros Partner,4.4,124.0,47.3253193,8.4725152,Schachenstrasse 115, 8906 Bonstetten, Switzerland,migro,bonstetten
3151,"Rautistrasse 12, 8047 Zürich, Switzerland",migrolino Zürich Rautistrasse,4.4,31.0,47.380395,8.4941506,Rautistrasse 12, 8047 Zürich, Switzerland,migro,zürich
3152,"Neumarktpl. 1, 5200 Brugg, Switzerland",Migros Supermarkt,4.3,814.0,47.4822233,8.2092979,Neumarktpl. 1, 5200 Brugg, Switzerland,migro,brugg
3153,"Neumarktpl. 2, 5200 Brugg, Switzerland",Lidl Schweiz,3.6,33.0,47.4820199,8.2087003,Neumarktpl. 2, 5200 Brugg, Switzerland,lidl,brugg
3154,"Alte Zürcherstrasse 20, 5200 Brugg, Switzerland",Coop Supermarkt Brugg Neumarkt,3.9,243.0,47.48169410000001,8.208550299999999,Alte Zürcherstrasse 20, 5200 Brugg, Switzerland,coop,brugg
3155,"Bahnhofplatz Einkaufszentrum, Neumarktpl., 5200 Brugg, Switzerland",Denner Discount,4.1,159.0,47.482226,8.209574,Bahnhofplatz Einkaufszentrum, Neumarktpl., 5200 Brugg,denner,brugg
3156,"Aarauerstrasse 45, 5116 Schinznach-Bad, Switzerland","Volg Detailhandels AG, post office",4.4,90.0,47.4443675,8.1692793,Aarauerstrasse 45, 5116 Schinznach-Bad, Switzerland,volg,aarau
3157,"Postpl. 3, 5272 Gansingen, Switzerland",Denner Satellit,4.5,49.0,47.5427803,8.1340296,Postpl. 3, 5272 Gansingen, Switzerland,denner,gansingen
3158,"Hauptstrasse 129, 5075 Hornussen, Switzerland",Volg,4.4,27.0,47.5004537,8.0603028,Hauptstrasse 129, 5075 Hornussen, Switzerland,volg,hornussen
3159,"Dorfstrasse 15, 5082 Kaisten, Switzerland",Volg,4.4,36.0,47.5391769,8.0452461,Dorfstrasse 15, 5082 Kaisten, Switzerland,volg,dorf
3160,"Bahnhofstrasse 10, 5080 Laufenburg, Switzerland",Coop Supermarkt Laufenburg,4.2,207.0,47.5598517,8.0600604,Bahnhofstrasse 10, 5080 Laufenburg, Switzerland,coop,laufen
3161,"Hauptstrasse 132, 5070 Frick, Switzerland",ALDI SUISSE,4.3,574.0,47.5014245,8.0322959,Hauptstrasse 132, 5070 Frick, Switzerland,aldi,frick
3162,"Dorfstrasse 37, 5225 Oberbözberg, Switzerland",Denner Express,4.7,47.0,47.497303,8.1558986,Dorfstrasse 37, 5225 Oberbözberg, Switzerland,denner,dorf
3163,"Holzgasse 4, 5212 Hausen, Switzerland",Volg Laden Hausen AG,4.4,65.0,47.4622185,8.2107151,Holzgasse 4, 5212 Hausen, Switzerland,volg,
3164,"Dohlenzelgstrasse 2a, 5210 Windisch, Switzerland",Denner Discount,4.2,135.0,47.478362,8.2162071,Dohlenzelgstrasse 2a, 5210 Windisch, Switzerland,denner,windisch
3165,"Bruggerstrasse 11 c, 5103 Möriken-Wildegg, Switzerland",Migros Supermarkt,4.2,345.0,47.4163123,8.1665034,Bruggerstrasse 11 c, 5103 Möriken-Wildegg, Switzerland,migro,egg
3166,"Hauptstrasse 39, 5316 Leuggern, Switzerland",Denner Satellit,4.6,41.0,47.5806501,8.2154276,Hauptstrasse 39, 5316 Leuggern, Switzerland,denner,leuggern
3167,"Leuggernstrasse 205, 5325 Leibstadt, Switzerland",Volg,4.1,67.0,47.5897102,8.1751308,Leuggernstrasse 205, 5325 Leibstadt, Switzerland,volg,leibstadt
3168,"Schulhausweg 1, 5306 Tegerfelden, Switzerland",Volg Tegerfelden,4.4,40.0,47.56073740000001,8.2863932,Schulhausweg 1, 5306 Tegerfelden, Switzerland,volg,tegerfelden
3169,"Baslerstrasse 1, 5330 Bad Zurzach, Switzerland",Denner Discount,4.2,174.0,47.5897288,8.2920091,Baslerstrasse 1, 5330 Bad Zurzach, Switzerland,denner,bad zurzach
3170,"Gansingerstrasse 15, 5236 Remigen, Switzerland",Volg,4.4,80.0,47.51651,8.1888694,Gansingerstrasse 15, 5236 Remigen, Switzerland,volg,remigen
3171,"Baslerstrasse 11, 5330 Bad Zurzach, Switzerland",Coop Supermarkt Bad Zurzach,4.1,293.0,47.5894212,8.2918849,Baslerstrasse 11, 5330 Bad Zurzach, Switzerland,coop,bad zurzach
3172,"Hauptstrasse 91, 5085 Sulz, Switzerland",Volg,4.8,14.0,47.53258899999999,8.0958166,Hauptstrasse 91, 5085 Sulz, Switzerland,volg,
3173,"Neumarktpl. 1, 5200 Brugg, Switzerland",migrolino Brugg Neumarkt,3.6,73.0,47.4821513,8.2093326,Neumarktpl. 1, 5200 Brugg, Switzerland,migro,brugg
3174,"Hauptstrasse 41, 5243 Mülligen, Switzerland",Volg Laden Mülligen,4.5,41.0,47.4576271,8.240985199999999,Hauptstrasse 41, 5243 Mülligen, Switzerland,volg,mülligen
3175,"Hirschenstrasse 4, 5223 Riniken, Switzerland",Volg,4.4,29.0,47.4930916,8.1880779,Hirschenstrasse 4, 5223 Riniken, Switzerland,volg,riniken
3176,"Dorfstrasse 24, 5213 Villnachern, Switzerland",Volg,4.6,41.0,47.4708672,8.1602707,Dorfstrasse 24, 5213 Villnachern, Switzerland,volg,dorf
3177,"Trottenstrasse 1A, 5107 Schinznach-Dorf, Switzerland",Volg,4.2,51.0,47.4467146,8.143000899999999,Trottenstrasse 1A, 5107 Schinznach-Dorf, Switzerland,volg,dorf
3178,"Augustin Keller-Strasse 31, 5600 Lenzburg, Switzerland",Coop Supermarkt Lenzburg,4.2,903.0,47.3898983,8.1709035,Augustin Keller-Strasse 31, 5600 Lenzburg, Switzerland,coop,lenzburg
3179,"Erlibachweg 1, 5106 Veltheim, Switzerland",Volg Laden Veltheim,4.3,48.0,47.436705,8.1469613,Erlibachweg 1, 5106 Veltheim, Switzerland,volg,
3180,"Dorfstrasse 12, 5102 Rupperswil, Switzerland",Volg Rupperswil,4.2,92.0,47.4016607,8.1278563,Dorfstrasse 12, 5102 Rupperswil, Switzerland,volg,dorf
