,unique_id,osmid,element_type,addr:housenumber,addr:postcode,addr:street,brand,brand:wikidata,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,shop,website,geometry,brand:wikipedia,wheelchair,addr:city,opening_hours,access,amenity,fee,layer,parking,nodes,branch,building,operator,toilets:wheelchair,capacity:disabled,lit,maxheight,surface,level,addr:country,alt_name,internet_access,internet_access:fee,contact:addr:full,contact:phone,internet_access:ssid,phone,wheelchair:description,check_date:opening_hours,contact:addr,contact:website,operator:wikidata,addr:full,opening_hours:url,payment:cash,payment:credit_cards,payment:debit_cards,addr:housename,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,source,covered,supervised,disused:shop,start_date,ele,source:addr,landuse,building:part,indoor,payment:maestro,payment:mastercard,payment:visa,departures_board,highway,network,public_transport,uic_name,uic_ref,access:covid19,changing_table,opening_hours:covid19,organic,addr:place,dog,bus,building:roof,nat_name,url,building:levels,roof:levels,changing_table:location,recycling:batteries,recycling:electrical_appliances,level:ref,smoking,payment:coins,recycling:cans,recycling:clothes,recycling:glass,recycling:paper,recycling:pe,recycling:pet,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,check_date,payment:american_express,payment:contactless,payment:diners_club,payment:jcb,payment:postfinance_card,atm,addr:suburb,contact:facebook,contact:instagram,contact:linkedin,contact:pinterest,contact:twitter,contact:youtube,addr:street:fr,official_name,takeaway,man_made,surveillance,note,payment:visa_debit,fax,indoor_seating,outdoor_seating,capacity,payment:twint,diet:kosher,opening_date,diet:halal,copyright,oa:imported_by,oa:lat,oa:lon,oa:version,room,dogs,post_office:brand,maxstay,stroller,payment:notes,ref:FR:NAF,ref:FR:SIRET,name:de,name:en,name:fr,ways,type,entrance,description,emergency,emergency:phone,source:opening_hours,post_box:location,building:material,roof:colour,roof:shape,park_ride,delivery:covid19,smoothness,payment:cryptocurrencies,fixme,end_date,addr:state,loc_name,wikidata,payment:telephone_cards,kids_area,operator:type,toilets,toilets:access,name:it
706,way/230543909,230543909,way,,1610.0,Route de Lausanne,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((6.8254732 46.5721878, 6.825661 46.5718657, 6.8259857 46.5719088, 6.8257907 46.5722613, 6.8254732 46.5721878))",en:Migros,,Oron-la-Ville,,,,,,,"[2390396858, 2390396691, 1672733601, 2390396800, 2390396858]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,node/291234843,291234843,node,,,,,,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.1443306 46.8006438),,,,Mo-Th 07:30-19:00; Fr 07:30-21:00; Sa 07:30-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,node/293487431,293487431,node,3,1400.0,Rue de Neuchâtel,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,https://www.migros.ch/,POINT (6.6349389 46.7811874),en:Migros,yes,Yverdon-les-Bains,Mo 08:00-18:30; Tu-Fr 07:30-18:30; Sa 07:30-18:00,,,,,,,,,Migros,,,,,,,CH,,,,,,,+41 58 573 60 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,node/298011050,298011050,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.1339387 46.7935758),en:Migros,,,Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,node/365929382,365929382,node,,,,Migros,Q680727,,,,,Migros,supermarket,https://www.migros.ch/,POINT (6.9298682 46.991927),fr:Migros,,,"Mo-We,Fr 07:30-19:00; Th 07:30-20:00; Sa 07:30-18:00; PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,node/427655235,427655235,node,,,,Migros,Q680727,,,,,Migros,supermarket,,POINT (7.1226412 46.930168),en:Migros,yes,,,,,,,,,MM,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,node/571470812,571470812,node,,,,,,,,,,Migros,,,POINT (6.9297761 46.9919262),,limited,,"Mo-We,Fr 07:00-19:00; Th 07:00-20:00; Sa 07:00-18:00",,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,node/881410105,881410105,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (6.6503122 46.7664157),en:Migros,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,node/883456577,883456577,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (6.9557712 47.0042717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,node/1054471303,1054471303,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (6.8429267 46.9443296),,yes,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,node/1447081336,1447081336,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (6.851419 46.8480965),en:Migros,,,Mo-Th 07:30-19:00; Fr 07:30-20:00; Sa 07:30-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,node/1668069722,1668069722,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.1520032 46.7998014),en:Migros,,,"Mo-Fr 08:00-19:00; Tu 08:00-21:00; Sa 08:00-16:00, Su off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,node/1806195326,1806195326,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (6.7840685 46.8998759),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,node/1844478116,1844478116,node,,,,Migros,Q680727,,,,,Migros,supermarket,,POINT (6.8035097 47.0903378),fr:Migros,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,node/2438372869,2438372869,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.1468842 46.8288763),en:Migros,,,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-16:00; Su off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,node/2527809360,2527809360,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.1480661 46.8100834),,yes,,"Mo-We, Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,node/2665214995,2665214995,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (6.6216608 46.787997),,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,node/2835661891,2835661891,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.0785868 46.7878958),en:Migros,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,node/2897127845,2897127845,node,,,,,,,,,,Migros,,,POINT (6.9300498 46.9918781),,,,,,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,node/3049044333,3049044333,node,16b,1782.0,Route de Lossy,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.1088518 46.8228188),en:Migros,,Belfaux,,,,,,,,,,Migros,,,,,,,CH,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,node/3139599314,3139599314,node,,,,,,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (6.9397398 46.8201591),,,,Mo-Th 07:30-19:00; Fr 07:30-20:00; Sa 07:30-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,node/3517026849,3517026849,node,25,1784.0,Route de l'Industrie,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.1201149 46.8655618),,,Courtepin,Mo-We 08:00-19:00; Th 08:00-21:00; Fr 08:00-19:00; Sa 08:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,node/4926230015,4926230015,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (6.8273511 47.1002561),,yes,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,node/5586589664,5586589664,node,20,2520.0,Chemin des Vergers,,,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.0885456 47.0618721),,,,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00,,,,,,,,,Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,node/6172568944,6172568944,node,35,,Rue Bournot,,,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (6.7475383 47.0562441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,node/6498475373,6498475373,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (6.9251123 46.9986528),en:Migros,yes,,"Mo-We,Fr 07:00-19:00; Th 07:00-20:00; Sa 07:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,node/8242638301,8242638301,node,10,1740.0,Place de la Gare,Migros,Q680727,,,,,Migros,supermarket,,POINT (7.0645597 46.7661981),en:Migros,,Neyruz FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,node/8945062569,8945062569,node,2,1701.0,Rue Louis-d'Affry,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/fr/supermarche-migros-fribourg-gare,POINT (7.150201 46.8035454),en:Migros,,Fribourg,Mo-Sa 06:00-21:00; Su 07:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,node/9124792210,9124792210,node,71,2300.0,Rue de la Charrière,Migros,Q680727,,,,,Migros,supermarket,,POINT (6.8347664 47.1121596),fr:Migros,,La Chaux-de-Fonds,"Mo-We,Fr 07:30-19:00; Th 07:30-20:00; Sa 07:30-18:00",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,post_partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,La Poste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,way/30786032,30786032,way,,,,,,,,,,Migros,,,"POLYGON ((6.8547109 46.9667692, 6.8544854 46.9663729, 6.8548996 46.9662535, 6.8550043 46.9664551, 6.854938 46.96647, 6.8550549 46.9666768, 6.8547109 46.9667692))",,,,,customers,parking,,,,"[340429014, 340429018, 340429021, 9136276404, 9136276403, 340429023, 340429014]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,way/36186481,36186481,way,,,,,,postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((6.8549283 46.9662995, 6.8550722 46.9665861, 6.8554637 46.9664937, 6.8553053 46.9661987, 6.8549283 46.9662995))",,,,,,,,,,"[422451750, 422451751, 422451752, 422451753, 422451750]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthophotos2006sitn50cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,way/36285608,36285608,way,4,2034.0,Rue Jämes Paris,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((6.8895142 46.9856551, 6.8892197 46.9860745, 6.8895314 46.9861763, 6.8898345 46.9857558, 6.8895142 46.9856551))",en:Migros,,Peseux,,,,,,,"[423342978, 423342979, 423342980, 423342982, 423342978]",,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthophotos2006sitn50cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,way/39407975,39407975,way,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((6.8407659 46.9507211, 6.8408643 46.9507534, 6.840841 46.9507866, 6.8409641 46.9508269, 6.8409435 46.9508562, 6.8410475 46.9508903, 6.8410304 46.9509147, 6.8411061 46.9509395, 6.8410414 46.9510316, 6.8407237 46.9509275, 6.8407029 46.9509571, 6.8406192 46.9509297, 6.8407659 46.9507211))",,,,,,,,,,"[472146781, 472146793, 472146794, 472146795, 472146796, 472146797, 472146798, 472146799, 472146800, 472146801, 472146802, 472146792, 472146781]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthophotos2006sitn50cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,way/39607622,39607622,way,,,,,,,,,,Migros,,,"POLYGON ((6.9320134 46.9915815, 6.9322631 46.9916803, 6.9323487 46.9915818, 6.9322614 46.9914865, 6.9321936 46.9914387, 6.9320134 46.9915815))",,,,,,bank,,,,"[474785618, 474785620, 474785621, 1287685094, 474785619, 474785618]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthophotos2006sitn50cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,way/49040845,49040845,way,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((7.060465 47.0562672, 7.0605755 47.0562609, 7.0606001 47.0562404, 7.0606303 47.0562579, 7.0607695 47.05625, 7.0607984 47.0562295, 7.0608328 47.0562464, 7.060931 47.0562409, 7.0609691 47.056554, 7.0608793 47.0565591, 7.0608847 47.0566033, 7.0606144 47.0566185, 7.0606091 47.0565749, 7.0605032 47.0565809, 7.0604869 47.0564469, 7.0604441 47.0564226, 7.0604804 47.0563937, 7.060465 47.0562672))",en:Migros,,Le Landeron,,,,,,,"[622313980, 622313981, 622313984, 622313978, 622313979, 622313989, 622313988, 622313987, 622314001, 622314000, 622313999, 622313998, 622313997, 622313996, 622313983, 622313985, 622313982, 622313980]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthofoto SITN NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,way/161457635,161457635,way,5,2053.0,Rue de Comble-Emine,,,postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/fr/supermarche-migros-cernier,"POLYGON ((6.9014846 47.0580584, 6.9018937 47.0583392, 6.901911 47.0583254, 6.9023885 47.0580052, 6.9021329 47.0578286, 6.9019861 47.0577271, 6.9014846 47.0580584))",,yes,Cernier,Mo-We 08:00-19:00; Th 08:00-20:00; Fr 08:00-19:00; Sa 08:00-18:00,,,,,,"[1734236451, 1734236452, 1746050738, 1734236450, 1746050709, 1734236448, 1734236451]",,supermarket,,,,,,,,CH,,,,,,,+41 58 573 18 50,,,,,,,,yes,,,,,,,,,Orthophotos2006sitn50cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,https://www.facebook.com/Migros,https://www.instagram.com/migros/,https://ch.linkedin.com/company/migros-genossenschafts-bund,https://www.pinterest.fr/migros/,https://twitter.com/migros,http://www.youtube.com/user/MigrosTVSpotsF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,way/252155043,252155043,way,,,,Migros,,postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((7.0454524 46.8867203, 7.0457821 46.8865251, 7.0457183 46.8864795, 7.0458748 46.8863815, 7.0455325 46.8861203, 7.0451313 46.8863483, 7.045139 46.8863548, 7.045128 46.8863628, 7.0451989 46.8864167, 7.0451184 46.8864658, 7.0454524 46.8867203))",,,,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00,,,,,,"[2582573968, 2582573964, 7514296189, 7514296190, 2582573957, 7514296192, 8687983820, 8687983819, 7514296191, 2582573962, 2582573968]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,node/859708799,859708799,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.0006861 47.2544734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,node/6423742298,6423742298,node,,2900.0,Faubourg Saint-Germain,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/fr/supermarche-migros-porrentruy,POINT (7.0781001 47.4162539),en:Migros,yes,Porrentruy,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 08:00-17:00; PH off,,,,,,,Porrentruy,,Genossenschaft Migros Basel,,,,,,,,Migros Porrentruy (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,node/6423749531,6423749531,node,,,,,,,,,,Migros,,,POINT (7.0777718 47.416188),,,,,yes,parking,yes,-1.0,underground,,,,Esplanade Centre,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,node/7528378305,7528378305,node,,,,Migros,Q680727,,,,,Migros,supermarket,,POINT (6.9952314 47.1515099),en:Migros,,,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,way/226282675,226282675,way,23,,,,,,,,,Migros,,,"POLYGON ((7.0002705 47.2545403, 7.0003992 47.2542753, 7.0005682 47.2542954, 7.000587 47.2542207, 7.0006379 47.2542262, 7.0007104 47.2541388, 7.0009223 47.2541606, 7.0009383 47.2541042, 7.0010644 47.2541188, 7.0010031 47.2543502, 7.0009156 47.2546258, 7.0002705 47.2545403))",,,,,,,,,,"[2351361679, 2351361673, 2351361677, 2351361680, 2351361671, 2351361678, 2351361675, 2351361674, 2351361672, 2351361681, 2351361676, 2351361679]",,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
