,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,opening_hours,shop,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,branch,operator,website,toilets:wheelchair,wheelchair,diet:halal,diet:kosher,addr:country,phone,source,internet_access,check_date:opening_hours,addr:housename,payment:cash,payment:debit_cards,entrance,level,organic,opening_hours:covid19,payment:coins,payment:credit_cards,description,emergency,emergency:phone,nodes,building,indoor,source:opening_hours,takeaway,addr:place,check_date,access,amenity,fee,parking,layer,start_date,post_box:location,bus,ele,highway,network,public_transport,uic_name,uic_ref,wheelchair:description,operator:wikidata,name:en,internet_access:fee,contact:phone,building:material,roof:colour,building:levels,building:roof,roof:shape,maxstay,park_ride,supervised,delivery:covid19,room,maxheight,recycling:clothes,smoothness,surface,capacity:disabled,payment:cryptocurrencies,payment:maestro,payment:mastercard,payment:postfinance_card,payment:visa,name:de,lit,fixme,payment:twint,departures_board,access:covid19,changing_table,contact:website,dog,end_date,fax,addr:state,opening_hours:url,smoking,building:part,contact:addr:full,internet_access:ssid,disused:shop,recycling:batteries,contact:addr,addr:full,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,level:ref,covered,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,payment:american_express,payment:contactless,payment:diners_club,payment:jcb,source:addr,landuse,addr:suburb,changing_table:location,addr:street:fr,official_name,man_made,surveillance,loc_name,post_office:brand,nat_name,url,roof:levels,indoor_seating,outdoor_seating,capacity,opening_date,recycling:electrical_appliances,recycling:cans,recycling:glass,recycling:paper,recycling:pe,recycling:pet,dogs,atm,contact:facebook,contact:instagram,contact:linkedin,contact:pinterest,contact:twitter,contact:youtube,payment:notes,ref:FR:NAF,ref:FR:SIRET,name:fr,ways,type,note,payment:visa_debit,copyright,oa:imported_by,oa:lat,oa:lon,oa:version
108,node/2373827677,2373827677,node,,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Su 06:15-23:00,supermarket,POINT (8.5627402 47.4495018),,,,,Migros Flughafen,,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-airport,,yes,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migros Airport (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,node/2927936198,2927936198,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.40508 47.4092106),Dietikon,22,8953,Überlandstrasse,Migros Limmatfeld,Dietikon Limmatfeld,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-dietikon-limmatfeld,,yes,,,,,,,2022-09-30,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,node/3077355645,3077355645,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 09:00-20:00, Sa 09:00-18:00; PH off",supermarket,POINT (8.6035456 47.4010731),Dübendorf,83,8600,Neugutstrasse,Migros Dübendorf Hochbord,Dübendorf Hochbord,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-duebendorf-hochbord-nord,,yes,,,CH,+41 44 820 43 01,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,node/3086649248,3086649248,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.46322 47.4084789),Oberengstringen,2,8102,,Migros Oberengstringen,Oberengstringen,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-oberengstringen,,,,,,,,,,,,,,,,,,,,,,,,,,,Zentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,node/3381351765,3381351765,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.557843 47.4211326),Opfikon,106,8152,Thurgauerstrasse,Migros Glattpark,Opfikon Glattpark,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-opfikon-glattpark,,,,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,node/3503429368,3503429368,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 07:00-19:00, Sa 08:00-16:00; PH off",supermarket,POINT (8.5086792 47.3901062),Zürich,101,8005,Pfingstweidstrasse,Migros Herdern,Zürich Herdern,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-herdern,,,,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,node/3566917455,3566917455,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.4378172 47.3960944),Schlieren,57,8952,Badenerstrasse,Migros Schlieren Kesslerplatz,Schlieren Kesslerplatz,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-schlieren-kesslerplatz,,,,,,+41 44 730 18 11,,,2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,node/3721143528,3721143528,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-20:00; PH off,supermarket,POINT (8.5190003 47.3359942),Zürich,23,8041,Leimbachstrasse,Migros Leimbach Sihlbogen,Zürich Leimbach-Sihlbogen,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-leimbach-sihlbogen,,yes,,,CH,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,node/3812339377,3812339377,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.2444306 47.4899894),Gebenstorf,2,5412,Wambisterstrasse,Migros Gebenstorf,Gebenstorf,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-gebenstorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,node/3814073375,3814073375,node,,,,,,,,Migros,,,POINT (8.564963 47.294172),,,,,,,Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,underground,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,node/3831772784,3831772784,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.7211532 47.4991633),Winterthur,3,8400,Strickerstrasse,Migros Neuwiesen (MMM),Winterthur Neuwiesen,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-winterthur-neuwiesen,,,,,,,,,,,,,,1,,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,node/3847638104,3847638104,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Th 07:30-19:00, Fr 07:30-21:00, Sa 07:30-17:00; PH off",supermarket,POINT (8.5248613 47.1955485),Baar,5,6340,Bahnhofstrasse,Migros Baar,Baar,Genossenschaft Migros Luzern,https://filialen.migros.ch/de/migros-supermarkt-baar,,yes,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,node/3849759581,3849759581,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 09:00-20:00, Sa 08:00-20:00; PH off",supermarket,POINT (8.3691199 47.4232924),Spreitenbach,,8957,,Migros Tivoli (MMM),Spreitenbach Tivoli,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-spreitenbach-tivoli,,yes,,,,,,,,,,,,1;3,,"Mo-Fr 09:00-19:00, Sa 08:00-19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,node/3849871086,3849871086,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 09:00-20:00, Sa 08:00-20:00; PH off",supermarket,POINT (8.3676957 47.4221595),Spreitenbach,,8957,,Migros Spreitenbach (MM),Spreitenbach Shoppi,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-spreitenbach,,,,,,,,,,,,,,0,,"Mo-Fr 09:00-19:00, Sa 08:00-19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,node/4058248551,4058248551,node,Migros,Q680727,,,,,,Migros,"Mo-Fr 07:00-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.73193 47.5001167),Winterthur,31,8400,Stadthausstrasse,Migros Obertor,Winterthur Obertor,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-winterthur-obertor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,node/4083585944,4083585944,node,,,,,,,,Migros,,,POINT (8.6912523 47.3025295),,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,node/4366602090,4366602090,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",supermarket,POINT (8.2520035 47.2221009),Hitzkirch,2,6285,Richensee,Migros Hitzkirch,Hitzkirch,Genossenschaft Migros Luzern,https://filialen.migros.ch/de/migros-supermarkt-hitzkirch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,node/4424654362,4424654362,node,Migros,Q680727,en:Migros,,,,,Migros,"Mo-Fr 06:30-22:00; PH,Sa-Su 08:00-22:00",supermarket,POINT (8.5404169 47.3782902),Zürich,,8001,,Migros Hauptbahnhof,Zürich HB,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hauptbahnhof,,yes,,,CH,,,,,,,,,-2,,,,,,,,,,yes,,,"Hauptbahnhof, Halle Landesmuseum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,node/4424939155,4424939155,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 06:30-20:00; PH,Sa-Su 08:00-20:00",supermarket,POINT (8.5394102 47.3770315),Zürich,,8001,,Migros ShopVilleMärt,Zürich ShopVilleMärt,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-shopvillemaert,,yes,,,CH,,,,,,,,,-1,,,,,,,,,,yes,,,ShopVille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,node/4827130190,4827130190,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.485718 47.3752033),Zürich,363,8047,Albisriederstrasse,Migros Pünt Albisrieden,Zürich Albisrieden-Pünt,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-puent,,yes,,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,node/4827131028,4827131028,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-21:00; PH off,supermarket,POINT (8.5486931 47.3859928),Zürich,2-4,8006,Winterthurerstrasse,Migros Rigiplatz,Zürich Rigiplatz,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-rigiplatz,,yes,,,CH,,,,2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,node/5580617894,5580617894,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Th 07:30-19:00; Fr 07:30-20:00; Sa 07:30-17:00; PH off,supermarket,POINT (8.4848331 47.1971269),Steinhausen,2,6312,Bahnhofstrasse,Migros Steinhausen,Steinhausen Dorf,Genossenschaft Migros Luzern,https://filialen.migros.ch/de/migros-supermarkt-steinhausen-dorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,node/5791885768,5791885768,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 07:30-20:00; PH off,supermarket,POINT (8.5819748 47.3184585),Küsnacht,149,8700,Zürichstrasse,Migros Küsnacht ZH,Küsnacht ZH,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-kuesnacht-zh,,,,,,+41 44 914 20 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,node/6238261157,6238261157,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.2668592 47.4132639),Mellingen,50,5507,Lenzburgerstrasse,Migros Mellingen,Mellingen,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-mellingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+41 585676800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,node/6444727818,6444727818,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.5903618 47.3071178),Erlenbach,42,8703,Bahnhofstrasse,Migros Erlenbach,Erlenbach,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-erlenbach-erlibacher-maert,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,node/6445018241,6445018241,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.4630252 47.368409),Uitikon Waldegg,8,8142,Zürcherstrasse,Migros Uitikon Waldegg,Uitikon Waldegg,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-uitikon-waldegg-2,,yes,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,node/6528175567,6528175567,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.4348439 47.4007491),Schlieren,14,8952,Rietbachstrasse,Migros Rietbach (MM),Schlieren Rietbach,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-schlieren-rietbach,,yes,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,node/6551162306,6551162306,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 06:30-22:00; PH,Sa-Su 08:00-22:00",supermarket,POINT (8.5359062 47.3783949),Zürich,,8001,,Migros HB Sihlquai,Zürich HB Sihlquai,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hb-sihlquai,,yes,,,CH,,,,,,,,,-1,,,,,,,,,,yes,,,"Hauptbahnhof, Passage Sihlquai",,,,,,,2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,node/7306625863,7306625863,node,,,,,,,,Migros,,,POINT (8.2724091 47.3495349),,,,,,,PAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,A-Welle,stop_position,"Wohlen AG, Migros",8572621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,node/7390289542,7390289542,node,Migros,Q680727,en:Migros,,,,,Migros,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off",supermarket,POINT (8.505334 47.1779096),Zug,10,6300,Hertizentrum,Migros Herti,Zug Herti,Genossenschaft Migros Luzern,https://filialen.migros.ch/de/migros-supermarkt-zug-herti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,node/7390289543,7390289543,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.7130911 47.1757272),Schindellegi,19,8834,Pfäffikonerstrasse,Migros Schindellegi,Schindellegi,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-schindellegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,node/7503094045,7503094045,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.4688224 47.4312604),Regensdorf,,8105,,Migros Regensdorf (MMM),Regensdorf Zentrum,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-regensdorf-zentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,Zentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,node/7711197327,7711197327,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.6806971 47.3881782),Volketswil,18,8604,Im Zentrum,Migros Volketswil (MM),Volketswil Zentrum,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-volketswil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,node/8286494178,8286494178,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-20:00; PH off,supermarket,POINT (8.5970455 47.3968758),Dübendorf,5,8600,Am Stadtrand,Migros Stettbach,Dübendorf Stettbach,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-duebendorf-stettbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,node/9040336565,9040336565,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Fr 07:30-20:00; Sa 08:00-18:00,supermarket,POINT (8.6992966 47.4773426),Winterthur,2,8406,Ziegeleiplatz,,,,,,yes,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,node/10212561008,10212561008,node,Migros,Q680727,,,,,,Migros,Mo-Fr 07:30-19:00; Sa 07:30-17:00; PH off,supermarket,POINT (8.4272073 47.1751463),,5,6331,Maihölzli,Migros Hünenberg Dorf,,,https://filialen.migros.ch/de/migros-supermarkt-huenenberg-dorf,,,,,,+41 41 725 32 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,way/24253610,24253610,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,"POLYGON ((8.6452296 47.2685009, 8.6451014 47.2682648, 8.6451516 47.2682517, 8.6451841 47.2682432, 8.6451242 47.2681293, 8.6451314 47.268093, 8.6451411 47.2680604, 8.6456021 47.2681288, 8.6456688 47.2682516, 8.6457329 47.2683695, 8.6454196 47.2684513, 8.6452787 47.2684881, 8.6452296 47.2685009))",Meilen,10,8706,Rosengartenstrasse,Migros Meilen (MM),Meilen,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-meilen,,yes,,,CH,,,,,,yes,yes,,,,,,yes,,,,"[262594525, 2302476657, 2477927791, 2302476656, 2302476655, 1615995535, 1615995505, 262594529, 2392736289, 334293460, 2392736309, 2477927792, 262594525]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,glass,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,way/25808766,25808766,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off",supermarket,"POLYGON ((8.7057522 47.2065099, 8.7058024 47.2064722, 8.7054679 47.2062478, 8.7051181 47.2064882, 8.7054936 47.2067404, 8.705793 47.2065344, 8.7057522 47.2065099))",Richterswil,4,8805,Schützengass,Migros Richterswil,Richterswil,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-richterswil,,,,,CH,+41 44 784 01 93,migros.ch,,,,,,,,,,,,,,,"[281506733, 413093222, 281506734, 281506735, 281506736, 413093225, 281506733]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
