,Unnamed: 0,business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,price_level,permanently_closed
3,3,OPERATIONAL,"Stationsstrasse 32, 8906 Bonstetten",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,avec,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113811665583714053427"">Jack Seegers</a>'], 'photo_reference': 'AW30NDzEZ25MWphqOXvekNRz_k5cANWKBTBrXyb6oulnIWVd2NXMZQv3joKTIqsxi8R1JvQceTPmk-mY3iLK-R8ESKnZ7fBSQpXYJKOMCjDta6mZKUsPzzzuZpINGLK-K0PvLQXZnFj7WJ4QOd2drEVufHsSR0qFVPrnYgMbYQF_LWtyfLfy', 'width': 3024}]",ChIJu4GsOvsIkEcRVigLe7K6Y2s,3.3,ChIJu4GsOvsIkEcRVigLe7K6Y2s,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",106.0,47.32566449999999,8.4682359,47.32706872989272,8.469698679892721,47.32436907010728,8.466999020107277,True,8FG9+77 Bonstetten,8FVC8FG9+77,,
4,4,OPERATIONAL,"Kirchgasse 2, 8907 Wettswil am Albis",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Volg Wettswil,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117228421014474359144"">Mirko Ganarin</a>'], 'photo_reference': 'AW30NDxrkft-Kss5hst1gcIxPXb4XQmPVa6yOq97et_URloPcoXtlDk9hEw8Relvm-7DH1CcqqchVnV1EOlMS24c68Fvqwn6x2-V5I9r5uF4PesONv8HiFceXVne8zoxSPm9quMhQYOunIvAl7nM6XznH0_HUAy4QhX4jUG3gUk8V8L78czW', 'width': 4032}]",ChIJ5_6ndgQJkEcRtvA3P0l4SQc,4.1,ChIJ5_6ndgQJkEcRtvA3P0l4SQc,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",114.0,47.33757629999999,8.4748141,47.33896102989272,8.476155479892721,47.33626137010728,8.473455820107278,True,8FQF+2W Wettswil am Albis,8FVC8FQF+2W,,
5,5,OPERATIONAL,"Zürcherstrasse 15, 8903 Birmensdorf",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111445575957010348768"">Mathias Graf</a>'], 'photo_reference': 'AW30NDyV2_mBtr628Qv54mmuI7-pUPRhEU1rfRFBErl9RIhOVR-vQXeB_pU7Yee3G7YjaCaMD6daoPtqAKiTGxAOXw7xFFglTOTamdPboL6_5UlsyGqbMqEDCGS2ykpjUMYD3TfPL8XKgTh0qqe_5bvo8bzBBS9Rp3Th_YEYTYwdcwbgKFim', 'width': 4032}]",ChIJI8HnhsoOkEcRtrizPct-sG0,4.3,ChIJI8HnhsoOkEcRtrizPct-sG0,"['grocery_or_supermarket', 'supermarket', 'food', 'store', 'point_of_interest', 'establishment']",176.0,47.35429449999999,8.4367776,47.35570697989272,8.438271779892723,47.35300732010727,8.43557212010728,True,9C3P+PP Birmensdorf,8FVC9C3P+PP,,
7,7,OPERATIONAL,"Zürcherstrasse 13a, 8903 Birmensdorf",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Birmensdorf,"[{'height': 5120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100645613150222025846"">Alain Perrenoud</a>'], 'photo_reference': 'AW30NDy1TZ2wXZkg6CimO9rO2X0DfCEyeT8ZWxXjby5EOO62Q-ZTyflEM0SccTzZn7YOurm-QctwfnCOs_jBz6ez2YW8DhDjXMngA9X4_BGUw4xU8HMgfUbWUDvzVp0wGjRaVrcS0X_xPkLI2Fo7d2OCzmjPIbDTthGdkcb7EktUvpkDBCBh', 'width': 3840}]",ChIJ0YCpYsoOkEcRNz3Ngc-ZFXg,4.2,ChIJ0YCpYsoOkEcRNz3Ngc-ZFXg,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",278.0,47.3537676,8.4368392,47.35507187989272,8.43804927989272,47.35237222010728,8.435349620107276,True,9C3P+GP Birmensdorf,8FVC9C3P+GP,,
8,8,OPERATIONAL,"Sellenbüren 61, 8143 Stallikon",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Stallikon,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115365926185895197385"">Marcus von Rosenberg-Lipinsky</a>'], 'photo_reference': 'AW30NDzLS1Mgb5JvgwpbTIlQ5sfUjXxN_vUirxuM3kg3CzbITlwaHsMz6-n_zDND54HsQvqtPrKSksn1E3_zmmC8j52oOvkNsblLVKMETWqoMAyhuxaAb4Qx3Z1FbCwj8TUkUt0KxX68oTtIkKwHard09XRwbDoj1iPNHjqg4nVxLpOj-WuQ', 'width': 3024}]",ChIJT5Z9QAgJkEcRVPIIyMRyfy8,4.0,ChIJT5Z9QAgJkEcRVPIIyMRyfy8,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",147.0,47.342808,8.4829805,47.34412417989272,8.484225529892722,47.34142452010727,8.481525870107278,True,8FVM+46 Stallikon,8FVC8FVM+46,,
10,10,OPERATIONAL,"Leimbachstrasse 200, 8041 Zürich",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Leimbach,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104190584122474994740"">Markus Reitschuster</a>'], 'photo_reference': 'AW30NDxfYh1HQUNbqq5elXE7P22Y_-yRzgKw2p0sF3bzzvQR5MJBY4_uVieKvcGofZZqVaExbkhspxzL1z_NoU5g7hEfM78_2HBIVR6TtSEUQDXvIrq6YqDKS3IBV_fIZ7z-KMEzUKBZ6IcBk2QIWr27IB0Y4ZEDeUBKO2Gr_kahPnqC7GqT', 'width': 5312}]",ChIJTUhiXjIIkEcRJo4d0p5UxZg,4.2,ChIJTUhiXjIIkEcRJo4d0p5UxZg,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",178.0,47.3262298,8.5143126,47.32772622989273,8.515787329892722,47.32502657010728,8.513087670107279,True,8GG7+FP Zürich,8FVC8GG7+FP,,
11,11,OPERATIONAL,"Haldenstrasse 1, 8904 Aesch",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Volg Aesch,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103777948826335712247"">Dominic Schelling</a>'], 'photo_reference': 'AW30NDwQvP5nKlGoMUfhyKtNPWNWhYOPgbWhGHztagXijUdZv2h6cgfHvLoRF1H9sjjmrpiEuIK-di6pCTYho0AuM9h85ohRobN7j_0UuJL8lYi7fPC2Ndi0l-H2AXfXG9btFrrSVFoERM5ghQjBV7XkyOnMFhZSGlPxPRjSQ3T688o-EFVh', 'width': 4608}]",ChIJQciutCsJkEcR_PycjLsAsno,4.3,ChIJQciutCsJkEcR_PycjLsAsno,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",44.0,47.3372969,8.4386165,47.33863717989272,8.43993557989272,47.33593752010727,8.437235920107277,True,8CPQ+WF Aesch,8FVC8CPQ+WF,,
12,12,OPERATIONAL,"Soodstrasse 52, 8134 Adliswil",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Denner Express,"[{'height': 2730, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103483986791571499543"">A Google User</a>'], 'photo_reference': 'AW30NDwTuZVg_SU9lT43K9vCJKnj-OhMgJgqD04cRbXDWjGSxXJ-Xl6-Bw6u8mIT-HMHAcUrFuk5klx1w2P1SL-ZpiauECF5yrSL0GJMCiM0zHrpYpb6Ez_5CsZsiHtdFt3ktlcIuXOXhwma-wy54ZX2BZ6O_91-i4RIwnWkAzt8vOF-03FN', 'width': 2048}]",ChIJ256Za70JkEcRHKkutj37Fu4,4.0,ChIJ256Za70JkEcRHKkutj37Fu4,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",65.0,47.320401,8.521865,47.32195757989272,8.523387729892722,47.31925792010727,8.520688070107278,True,8GCC+5P Adliswil,8FVC8GCC+5P,,
14,14,OPERATIONAL,"Soodring 36, 8134 Adliswil",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,ALDI SUISSE,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115027846111708994135"">Praveen K</a>'], 'photo_reference': 'AW30NDzM-8BvpItpvqD-P_KTeWKMGE1uXQ_y1GiZkdHgJpsr54Y5n1MNt8rI8JhMPLEP414xe-v56OSQXXbopu1DEjgfupt5KowaUDnjmEfi4pB77RH_rK8FC573dl1nUgVveaMIfLgbucIi1XvaIfCRjuka2TWJ1MsZMmWK3S60IqCwvmpw', 'width': 3024}]",ChIJRbW05DoJkEcRzH62B-yFyhk,4.4,ChIJRbW05DoJkEcRzH62B-yFyhk,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",229.0,47.316118,8.520560999999999,47.31752942989272,8.52224952989272,47.31482977010727,8.519549870107276,True,8G8C+C6 Adliswil,8FVC8G8C+C6,,
15,15,CLOSED_TEMPORARILY,"Büelstrasse 15, 8910 Affoltern am Albis",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Kiosk,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114382825960367080386"">Murat Türker</a>'], 'photo_reference': 'AW30NDyKFMsQUyj-KePqqPiMpbS7xlR4vVb7HjPSFnxh3vXMwmvLBgsMKrfTTwH7V3_TwB0W0R5sejR8_1Ul_X2W2DWDjXMWXguD3Y3y0X2tAkJ152Jg-WUUhWJVTlGV78WfZhvSkryCt4V1hueoohgxtE_Z3wP76A0QvAyD0kt8R061aYnf', 'width': 3024}]",ChIJKwXhooIHkEcR4byb-Oi46Yo,5.0,ChIJKwXhooIHkEcR4byb-Oi46Yo,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",1.0,47.2739173,8.4458267,47.27556627989272,8.447540229892722,47.27286662010728,8.444840570107278,,7CFW+H8 Affoltern am Albis,8FVC7CFW+H8,,True
0,0,OPERATIONAL,"Zugerstrasse 2, 6340 Hausen am Albis",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,migrolino Sihlbrugg,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116853473328076757952"">Migrolino</a>'], 'photo_reference': 'AW30NDz8lIopTIRHU_1RwzDcTWNHejkFkKwcnOtnm-Ys-C686Ph6NKanD9qh54el4ftqsIuXYXHg6WHL3Gv7Gu9akl7DJQocCBuZP5C8p3pdLN0DssDvuEMrVyTGT9O8UCwTKZWE-JCtWcEgcbwy08kpDyYJw3w71AKlyTlDg5jbjm70EgiC', 'width': 1920}]",ChIJpUna3ESpmkcR3AAad0Rvfpc,4.3,ChIJpUna3ESpmkcR3AAad0Rvfpc,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",49.0,47.21689569999999,8.5762232,47.21820472989272,8.57761832989272,47.21550507010728,8.574918670107277,True,6H8G+QF Neuheim,8FVC6H8G+QF,,
1,1,OPERATIONAL,"Albisstrasse 19, 8915 Hausen am Albis",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Volg,"[{'height': 1642, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100247554323766475462"">Rob</a>'], 'photo_reference': 'AW30NDw86YUpfbk-5ToYiWue5kDP0-oNmSTY5VCbNJ1jqERq6a0W8XDLdcniddFAS2ok4wRNy60yp7m5WY_tIngCbJANrbWqM2IWQFiWn5s5oaVu7h3QviFjsdxqvm2CuvuEiNV0dwHn0rsxHdVrTNED5fiW_H8s6TfSeMgfVSgwD2T1vEHy', 'width': 3181}]",ChIJoQG5QLWpmkcR5ScLJvwiw3w,4.4,ChIJoQG5QLWpmkcR5ScLJvwiw3w,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",167.0,47.2482652,8.530597300000002,47.24962862989272,8.531989529892723,47.24692897010728,8.529289870107279,True,6GXJ+86 Hausen am Albis,8FVC6GXJ+86,,
3,3,OPERATIONAL,"Albisstrasse 8, 8926 Kappel am Albis",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Denner Partner,"[{'height': 1512, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112604096316815501837"">Denner Satellit</a>'], 'photo_reference': 'AW30NDyUDHENgcyb_eHM5Kgl-yeUC3EClbXqdzNsLkCoETCu5SrC8EbPqbZwEnydVWgKI1dtWJV-60IZD4i8I0zGkxIsBzPYmJhrHq4zEPzrRmbX5AyHK_ybIrMEZVpxMgkWGvOyizWh0UGUN2OB_KS19puXSIMCDUIWkQyIaQQ7d8RYEqoF', 'width': 2016}]",ChIJYzUJiJWpmkcRt4ER1Gr6cuY,4.5,ChIJYzUJiJWpmkcRt4ER1Gr6cuY,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",177.0,47.2297737,8.5272385,47.23105682989272,8.52846932989272,47.22835717010728,8.525769670107277,True,6GHG+WW Kappel am Albis,8FVC6GHG+WW,,
6,6,OPERATIONAL,"Alte Landstrasse 26, 8942 Oberrieden",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Oberrieden,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102069136910963708463"">A Google User</a>'], 'photo_reference': 'AW30NDwRbJfsl0FRxNCJBO6Wn3GTesfql5QiE7e6-wGKTTrd6k_c5BqZQOc53mtmizNHBmNOfcCh5SRQB6_mUTUzOKeAddJQVWXnM94v7hpCuV_jhyRk8HGpUh0_zL2y9ApezpB9Fk2ITRaWrELIAfW6Yom4AyDe_V8UZhgICLxW50O_UnDM', 'width': 3024}]",ChIJC-imIZuomkcRNW6A52oAmQc,4.3,ChIJC-imIZuomkcRNW6A52oAmQc,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",156.0,47.2782658,8.5754782,47.27962277989272,8.576848729892722,47.27692312010728,8.574149070107278,True,7HHG+74 Oberrieden,8FVC7HHG+74,,
8,8,OPERATIONAL,"Gattikonerstrasse 135, 8136 Gattikon",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lidl,"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112824858155241387435"">Michal Kottman</a>'], 'photo_reference': 'AW30NDyMndIhsQRHQBjzGYxd70x_CwQRJzblZ6RVfS3lOH_hLj8XQEaKvjNxUYe5qGcvd9rDaTCKSDoZm9kiJ3QGCX7-vGon-_X-dV_xQnO7pUyy-eCschtaWXcz6oHdxZXp_tg3Cm0_FYNKZoe0Axq1gD6xL__DQ1l1fGS8ed0q6R2LZLbF', 'width': 4048}]",ChIJf65NcnSomkcRHbivDl29kNc,4.1,ChIJf65NcnSomkcRHbivDl29kNc,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'home_goods_store', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']",722.0,47.2829538,8.5439618,47.28438557989273,8.545178479892721,47.28168592010728,8.542478820107277,True,7GMV+5H Thalwil,8FVC7GMV+5H,,
9,9,OPERATIONAL,"Alte Landstrasse 24, 8810 Horgen",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 2432, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108115370953436483002"">A Google User</a>'], 'photo_reference': 'AW30NDzwO8a1Rah0dq_ojKkBrrfIVFYu9JudG3XJypuOGn-MdzBCCOsOjZulYc97texIgrVVtxfdOWcFZNIQ92KguVDt374tR9O_zfobX-DG6doP5y-cs-6zjoOIFiZRD5kOJtuST64gwXDvKHLIPJR420GEhkjqC60AxC2-bAMXw_v3EZik', 'width': 3286}]",ChIJ6cHZIsmomkcRwZVr-r6F4I0,4.2,ChIJ6cHZIsmomkcRwZVr-r6F4I0,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",543.0,47.2604576,8.5973844,47.26186642989272,8.598815479892721,47.25916677010728,8.596115820107277,True,7H6W+5X Horgen,8FVC7H6W+5X,,
10,10,OPERATIONAL,"Seestrasse 117, 8810 Horgen",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,SPAR express Horgen Seestrasse,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106845843828311177756"">A Google User</a>'], 'photo_reference': 'AW30NDzIVUOrm3NhAcZncAJpibgMjuNRv5bMFL0aHl87zpRkvQd2Dum9T3AKvnlZLAlUiGuEDyDLCNXoNo1soi7XNpVrlDMISwlmbpM2n8VGLy0HyaABLxrHFmmB_RsQfUbV5vJXfpzMiBP749XMi3EoVFkhhzl5JG-VrxH2EW2K4sXfKFrd', 'width': 3024}]",ChIJz5PcYciomkcROEc89Un7rKc,4.0,ChIJz5PcYciomkcROEc89Un7rKc,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",176.0,47.2617088,8.5949738,47.26304502989272,8.59629267989272,47.26034537010727,8.593593020107276,True,7H6V+PW Horgen,8FVC7H6V+PW,1.0,
12,12,OPERATIONAL,"Alte Landstrasse 37, 8942 Oberrieden",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,migrolino Oberrieden,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109884900772146284202"">Migrolino</a>'], 'photo_reference': 'AW30NDyo9Srl3ZsFQJydAB6zXFEvB3W-TKIP1sHpnnj67BC0Mg0r-0elv54aI5Dr1fnYq6YG6KurrlKmx2-YRF5ftM3rBFPaAlbjYk5lCLg0e2Vt7U2jjnO-rermJSd7Bp5nzUxTiIxaXHrO2KsbPYVzPhvbOIbg_PGGg41QSYIBn6Uhm8Oo', 'width': 1920}]",ChIJyTVfXJqomkcRpu_SFUSzSc4,4.2,ChIJyTVfXJqomkcRpu_SFUSzSc4,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",154.0,47.2767068,8.5775265,47.27791622989272,8.579034029892721,47.27521657010728,8.576334370107277,True,7HGH+M2 Oberrieden,8FVC7HGH+M2,,
14,14,OPERATIONAL,"Oberdorfstrasse 50, 8810 Horgen",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,migrolino Shop,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103235249903617524762"">Thomas Koller</a>'], 'photo_reference': 'AW30NDy4BO2ZuNbf7vJbTUO-GxMVLxERQ02yNLCW5hReKRZQy9OsyB8kRl2_E--QfbZJjwEtIJqN8RxmcH40K4pYzr2GT8P8ScICSW9I6WX4ebGOwhf6oaGGk1U2aU_NbaEmf2s9WsirC8UDeu2l2RwZmnIqOOi7lTWV0FJHpQhtv1is4nOk', 'width': 4032}]",ChIJX1K6MsSomkcRn56EHhpArSU,4.1,ChIJX1K6MsSomkcRn56EHhpArSU,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",86.0,47.2587963,8.589930299999999,47.26015602989271,8.591295729892723,47.25745637010727,8.588596070107279,True,7H5Q+GX Horgen,8FVC7H5Q+GX,,
15,15,OPERATIONAL,"Stampfistrasse 1, 8934 Knonau",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Volg,,ChIJFbFhJjAHkEcRMnmxXBtZG84,4.5,ChIJFbFhJjAHkEcRMnmxXBtZG84,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",63.0,47.223383,8.4613105,47.22478312989271,8.462659579892719,47.22208347010727,8.459959920107275,True,6FF6+9G Knonau,8FVC6FF6+9G,,
16,16,OPERATIONAL,"Dorfpl. 1, 8911 Rifferswil",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Volg Rifferswil,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116676532769811884422"">Vince Auriau</a>'], 'photo_reference': 'AW30NDzlCPH_tpO-OtvoZvP7O1jO_06b6vfsCY9q410AY4X4gTj-prt-RJ_1fesXWJIpfure1O_eXpmI5oAq8pDFrRdUHudkG7AJjAMxkKtsZtx0ZIdHxy7C_-TPIRvgWRRyyvdlVx1dVjCUIw6xNV-D6FUbmOq3j0gXmHIvJmFXTfggjso2', 'width': 4032}]",ChIJIWicTnsHkEcRb5o6XbDX6Js,4.2,ChIJIWicTnsHkEcRb5o6XbDX6Js,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",33.0,47.2426214,8.49602,47.24396662989271,8.497314229892723,47.24126697010727,8.494614570107279,True,6FVW+3C Rifferswil,8FVC6FVW+3C,,
9,9,OPERATIONAL,"Zürcherstrasse 10, 8917 Oberlunkhofen",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Volg Oberlunkhofen,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116926167282706658297"">Carsten Dams</a>'], 'photo_reference': 'AW30NDwme3c519IY9HLw5mCxXoe8wSMrQruXs2QiloQuKqJNlvs6nx8sj_hl_qn5_FQErJzV5poHe8lgQvM0WhO539lb3B0nZkSxaOHBuBvD1BxMzZHHbIkOQ2aJZTx3EsHtvRLt43u5zY31DuHuRvTszFwiB9UZz39QcwYQ1p2l_BhU-O8', 'width': 1920}]",ChIJx1uESW4PkEcRzQhcKHcvfgs,4.1,ChIJx1uESW4PkEcRzQhcKHcvfgs,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']",98.0,47.3115659,8.39208,47.31298062989271,8.393445129892722,47.31028097010727,8.390745470107278,True,896R+JR Oberlunkhofen,8FVC896R+JR,,
13,13,OPERATIONAL,"Dorfstrasse 48, 8912 Obfelden",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Volg Obfelden,,ChIJ5xQge2gHkEcRaMc0VkGGH_c,0.0,ChIJ5xQge2gHkEcRaMc0VkGGH_c,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']",0.0,47.26387769999999,8.4287414,47.26520827989272,8.430137429892723,47.26250862010728,8.427437770107279,True,7C7H+HF Obfelden,8FVC7C7H+HF,,
14,14,OPERATIONAL,"Staldenstrasse 3, 8905 Arni",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Volg,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108073199226879734724"">A Google User</a>'], 'photo_reference': 'AW30NDwtNtTYa9JUdw5Wju2aWdnP2ewRDTdqleVfQBICqLx0VRGLJxRawq81bX-ZseTKBh7zNPinLi2OOynvt6A99VwRanwKJDvyQ7-F9bs8IFd_rs2j0J_ufolpcha_MWVH3ZJVKjHQqRCvjAxiD39-apMs3mmyLtFOG1OuFpg9xSf4LujI', 'width': 2048}]",ChIJL-nXqjcPkEcRL3CjpP7bp4Q,4.4,ChIJL-nXqjcPkEcRL3CjpP7bp4Q,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']",53.0,47.3188896,8.4198875,47.32028762989272,8.421268529892723,47.31758797010727,8.41856887010728,True,8C99+HX Arni,8FVC8C99+HX,,
2,2,OPERATIONAL,"Bahnhofstrasse 5, 6340 Baar",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109983999245974574745"">Stefan Fischer</a>'], 'photo_reference': 'AW30NDzcIeZfaTVsswi5ymHbcRLLVpQcN0dTtNZab6gNq15uZCgZnnGRBet1zBRJzbnIXmvGdjCXOgW33BPeVnaZpd6kMkoVoOojeaNqxMgTRa9UXca5Bm8yFnyE_s0KCosoHpfiAZ7ouMpAtXtfHCXmZrP9DQRb6wnpwKl22gLzR5vnF11J', 'width': 3456}]",ChIJ5Zob-TmqmkcR9liLhKdmmD0,4.3,ChIJ5Zob-TmqmkcR9liLhKdmmD0,"['grocery_or_supermarket', 'supermarket', 'food', 'store', 'point_of_interest', 'establishment']",319.0,47.1956116,8.5249215,47.19700602989272,8.526313729892722,47.19430637010728,8.523614070107278,True,5GWG+62 Baar,8FVC5GWG+62,,
