,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,shop,wheelchair,geometry,opening_hours,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,contact:phone,operator,phone,nodes,building,building:levels,roof:levels,roof:shape,alt_name,branch,website,landuse,level,organic,payment:cash,payment:maestro,toilets:wheelchair,access,amenity,capacity,fee,layer,parking,wikidata,entrance,source,smoking,internet_access,start_date,payment:coins,payment:contactless,payment:credit_cards,payment:debit_cards,payment:notes,payment:telephone_cards,payment:twint,wheelchair:description,check_date:opening_hours,opening_hours:covid19,kids_area,capacity:disabled,lit,surface,disused:shop,building:roof,payment:postfinance_card,fixme,operator:type,addr:housename,toilets,diet:halal,diet:kosher,post_box:location,description,emergency,emergency:phone,indoor,source:opening_hours,takeaway,addr:place,check_date,bus,ele,highway,network,public_transport,uic_name,uic_ref,operator:wikidata,name:en,internet_access:fee,building:material,roof:colour,maxstay,park_ride,supervised,delivery:covid19,room,maxheight,smoothness,payment:cryptocurrencies,payment:mastercard,payment:visa,end_date,departures_board,access:covid19,changing_table,fax,contact:website,dog,addr:state,opening_hours:url,source:addr,building:part,contact:addr:full,internet_access:ssid,changing_table:location,recycling:batteries,contact:addr,addr:full,addr:street:fr,official_name,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,man_made,surveillance,level:ref,covered,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,payment:american_express,payment:diners_club,payment:jcb,addr:suburb,loc_name,post_office:brand
92,way/254865005,254865005,way,Migros,Q680727,en:Migros,,,,,Migros,supermarket,,"POLYGON ((9.2558953 47.4178202, 9.2566442 47.4177942, 9.2566417 47.4177657, 9.2567106 47.4177637, 9.2567078 47.4177302, 9.2568501 47.417725, 9.2568428 47.417615, 9.2567319 47.4176183, 9.256729 47.4175694, 9.2567251 47.4175694, 9.2567217 47.4175228, 9.2566807 47.4175238, 9.2566779 47.4174821, 9.2567193 47.417481, 9.2567181 47.4174575, 9.2567197 47.4174574, 9.2567091 47.4173094, 9.2566943 47.4173099, 9.2566909 47.4172614, 9.2563469 47.417241, 9.2563524 47.4173226, 9.2561711 47.4173283, 9.2561735 47.4173622, 9.2560197 47.4173678, 9.2558654 47.4173727, 9.2558953 47.4178202))",,Gossau,,115,9200,St. Gallerstrasse,,Migros,,"[2606549036, 2606549039, 9306983138, 9306983139, 9306983140, 2606549056, 2606549058, 9306983131, 9306983129, 9306983130, 9306983133, 9306983132, 2606549041, 9306983142, 9306983141, 2606549043, 9306983144, 9306983143, 2606549045, 2606549047, 2606549050, 9306983146, 9306983145, 2606617910, 2606549052, 2606549036]",commercial,,,,,,,,,,,,,,,,,,,,,geodieste.ch,,,,,,,,,,,,,,,,,,,,,,,Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,way/286601752,286601752,way,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((8.7556223 47.3868721, 8.7553351 47.3866691, 8.7552317 47.3865573, 8.7552964 47.3865154, 8.755267 47.3864842, 8.75545 47.3863656, 8.7556426 47.3865, 8.756041 47.3864421, 8.7561722 47.3865429, 8.7556223 47.3868721))","Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Fehraltorf,,4,8320,Grundstrasse,,Genossenschaft Migros Ostschweiz,,"[2902796596, 2902796805, 2902796577, 2902796586, 2902796810, 2902796568, 2902796808, 4078346712, 2902796570, 2902796596]",yes,,,,Migros Fehraltdorf,Fehraltdorf,https://filialen.migros.ch/de/migros-supermarkt-fehraltorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,way/317856639,317856639,way,,,,postfinance_card,no,no,checkout,Migros,supermarket,yes,"POLYGON ((9.2786942 47.3788342, 9.278686 47.3786039, 9.2789295 47.3786, 9.2789316 47.3786595, 9.2789376 47.3788303, 9.2786942 47.3788342))",Mo-Fr 07:00-20:00; Sa 07:00-18:00,Herisau,,8b,9100,Alpsteinstrasse,,Migros Ostschweiz,,"[3241708160, 3241708135, 3241708134, 9400713336, 3241708159, 3241708160]",retail,1,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,way/322727656,322727656,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,"POLYGON ((8.99164 47.463841, 8.9920624 47.4636423, 8.991807 47.4633941, 8.9918334 47.4633817, 8.9917127 47.4632644, 8.9914847 47.4633716, 8.9916012 47.4634848, 8.9913804 47.4635887, 8.99164 47.463841))","Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Sirnach,,27,8370,Winterthurerstrasse,,Genossenschaft Migros Ostschweiz,,"[3295004558, 3295004559, 3295004560, 3295008761, 3295008762, 3295008763, 3295008764, 3295008765, 3295004558]",retail,1,,flat,Migros Sirnach,Sirnach,https://filialen.migros.ch/de/migros-supermarkt-sirnach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,way/406668125,406668125,way,,,,,,,,Migros,,,"POLYGON ((9.2436009 47.4931383, 9.243906 47.4928818, 9.2442581 47.4930508, 9.2439496 47.4933267, 9.2436009 47.4931383))",,,,,,,,,,"[4087148262, 4087148263, 4087148264, 4087148265, 4087148262]",,,,,,,,,,,,,,yes,parking,,no,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,way/406668126,406668126,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((9.244128 47.4925725, 9.2444599 47.4928255, 9.2448292 47.4926, 9.2448514 47.4925865, 9.2445175 47.4924069, 9.2444429 47.4923518, 9.2441564 47.4925286, 9.2441761 47.4925436, 9.244128 47.4925725))","Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Bischofszell,CH,5,9220,Steigstrasse,,Genossenschaft Migros Ostschweiz,,"[4087148278, 4087148279, 4087148273, 4087148269, 4087148270, 4087148268, 4087148277, 4087148267, 4087148278]",retail,2,0,flat,Migros Bischofszell,Bischofszell,https://filialen.migros.ch/de/migros-supermarkt-bischofszell,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,way/419730906,419730906,way,,,,,,,,Migros,,,"POLYGON ((9.2787399 47.3791396, 9.2787267 47.3788969, 9.2783431 47.378906, 9.2783457 47.3791279, 9.2784729 47.3791317, 9.278689 47.3791381, 9.2787399 47.3791396))",,,,,,,,Migros Ostschweiz,,"[4197365373, 4197365374, 4197365375, 4197365376, 4197365377, 4197365379, 4197365373]",,,,,,,,,,,,,,customers,parking,19,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,way/547111096,547111096,way,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((9.1136091 47.4718123, 9.1134596 47.4715299, 9.1124748 47.4717683, 9.1126244 47.4720507, 9.1136091 47.4718123))","Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",Zuzwil SG,,17,9524,Herbergstrasse,,Genossenschaft Migros Ostschweiz,,"[5286412580, 3816702184, 5286412579, 5286412581, 5286412580]",commercial,,,,Migros Zuzwil SG,Zuzwil SG,https://filialen.migros.ch/de/migros-supermarkt-zuzwil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,way/598640369,598640369,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((9.0731175 47.3633187, 9.0731273 47.3632833, 9.0731671 47.3632884, 9.0732476 47.3629999, 9.073205 47.3629944, 9.0732157 47.3629561, 9.0727936 47.3629019, 9.0727012 47.3632322, 9.0727387 47.3632704, 9.0731175 47.3633187))","Mo-Fr 07:00-19:00, Sa 07:00-17:00; PH off",Bütschwil,,41,9606,Landstrasse,,Genossenschaft Migros Ostschweiz,,"[5697499854, 5697499855, 5697499856, 5697499857, 5697499858, 5697499859, 5697499860, 5697499861, 5697499862, 5697499854]",apartments,3,0,,Migros Bütschwil,Bütschwil,https://filialen.migros.ch/de/migros-supermarkt-buetschwil,,,,,,,,,,,,,,,,,,2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,node/251364444,251364444,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (9.1108744 47.567643),"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Weinfelden,CH,12,8570,Amriswilerstrasse,,Genossenschaft Migros Ostschweiz,,,,,,,Migros Weinfelden (MM),Weinfelden Rösslifelsen,https://filialen.migros.ch/de/migros-supermarkt-weinfelden-roesslifelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,node/430491496,430491496,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (9.0945075 47.5673113),"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Weinfelden,,27-29,8570,Weststrasse,,Genossenschaft Migros Ostschweiz,,,,,,,Migros Weinfelden West,Weinfelden Weststrasse,https://filialen.migros.ch/de/migros-supermarkt-weinfelden-weststrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,node/837957539,837957539,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (9.1957519 47.6420848),,Kreuzlingen,CH,15,8280,Bleichestrasse,,Genossenschaft Migros Ostschweiz,+41 58 712 75 00,,,,,,Migros Seepark (MM),Kreuzlingen Seepark,https://filialen.migros.ch/de/migros-supermarkt-kreuzlingen-seepark,,1,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,node/1012741733,1012741733,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (9.1758628 47.6481071),"Mo-Fr 07:30-19:00, Sa 07:30-18:00; PH off",Kreuzlingen,CH,63,8280,Hauptstrasse,,Genossenschaft Migros Ostschweiz,+41 71 421 44 11,,,,,,Migros Kreuzlingen,Kreuzlingen,https://filialen.migros.ch/de/migros-supermarkt-kreuzlingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,node/2594028784,2594028784,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (8.9011135 47.5596697),"Mo-Fr 07:00-19:00, Sa 08:00-18:00; PH off",Frauenfeld,,227,8500,Zürcherstrasse,,Genossenschaft Migros Ostschweiz,,,,,,,Migros Zeughausstrasse,Frauenfeld Zeughausstrasse,https://filialen.migros.ch/de/migros-supermarkt-frauenfeld-zeughausstrasse,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,node/2639842919,2639842919,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (8.8961082 47.5570481),"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Frauenfeld,,70-72,8500,Bahnhofplatz,,Genossenschaft Migros Ostschweiz,,,,,,,Migros Frauenfeld (MM),Frauenfeld Passage,https://filialen.migros.ch/de/migros-supermarkt-frauenfeld-passage,,-1,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,node/3402707242,3402707242,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,POINT (8.9761081 47.6637357),Mo-Fr 08:00-20:00; Sa 08:00-19:00; PH off,Steckborn,,1b,8266,Im Feldbach,,Genossenschaft Migros Ostschweiz,,,,,,,Migros Steckborn,Steckborn,https://filialen.migros.ch/de/migros-supermarkt-steckborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,node/3522302390,3522302390,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (9.1417651 47.6539707),"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Tägerwilen,CH,117,8274,Hauptstrasse,,Genossenschaft Migros Ostschweiz,,,,,,,Migros Tägerwilen,Tägerwilen,https://filialen.migros.ch/de/migros-supermarkt-taegerwilen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,node/4064880425,4064880425,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (8.9047377 47.5654921),"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Frauenfeld,,53a,8500,Langfeldstrasse,,Genossenschaft Migros Ostschweiz,,,,,,,Migros Multiplex,Frauenfeld Multiplex,https://filialen.migros.ch/de/migros-supermarkt-frauenfeld-multiplex,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,node/5965781853,5965781853,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (8.8529556 47.6512181),"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Stein am Rhein,CH,41,8260,Kaltenbacherstrasse,,Genossenschaft Migros Ostschweiz,,,,,,,Migros Stein am Rhein,Stein am Rhein,https://filialen.migros.ch/de/migros-supermarkt-stein-am-rhein,,,,,,,,,,,,,,,,,,2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,way/219695314,219695314,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,"POLYGON ((9.0006259 47.5998626, 9.0006276 47.5998348, 9.0011605 47.5998523, 9.0011653 47.5997482, 9.0010896 47.5997461, 9.0011012 47.5996134, 9.0004565 47.5996011, 9.0004313 47.5998569, 9.0006259 47.5998626))","Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Müllheim Dorf,CH,3,8555,Thurstrasse,,Genossenschaft Migros Ostschweiz,,"[2288341337, 2288341330, 2288341334, 2288341322, 2288341320, 2288341316, 2288341313, 2288341336, 2288341337]",yes,,,,Migros Müllheim,Müllheim,https://filialen.migros.ch/de/migros-supermarkt-muellheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,way/579968188,579968188,way,Migros,Q680727,en:Migros,,,,,Migros,supermarket,,"POLYGON ((9.2729519 47.5484614, 9.2732988 47.5484317, 9.273289 47.5483965, 9.2733647 47.5483859, 9.2733613 47.5482104, 9.273359 47.5480877, 9.2733557 47.5480558, 9.2729552 47.5480635, 9.2729552 47.5482207, 9.2728998 47.5482295, 9.2729519 47.5484614))","Mo-Fr 07:00-20:00, Sa 07:00-18:00; PH off",Amriswil,,19,8580,Schrofenstrasse,,Genossenschaft Migros Ostschweiz,,"[5553320520, 5553320521, 5553320522, 5553320523, 9376935898, 5553320525, 5553320526, 5553320527, 5553320528, 5553320529, 5553320520]",yes,,,,Migros Aachtal,Amriswil Aachtal,https://filialen.migros.ch/de/migros-supermarkt-aachtal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,node/206357901,206357901,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,,,,Migros,supermarket,,POINT (8.3398988 47.0544427),"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",Luzern,,53,6006,Kreuzbuchstrasse,,Genossenschaft Migros Luzern,,,,,,,Migros Würzenbach,Luzern Würzenbach,https://filialen.migros.ch/de/migros-supermarkt-luzern-wuerzenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,node/279155942,279155942,node,,,,,,,,Migros,,,POINT (8.2915624 47.1659554),,,,,,,,,,,,,,,,,,,,,,,,customers,parking,,yes,,multi-storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,node/279155943,279155943,node,Migros,Q680727,de:Migros,,,,,Migros,supermarket,,POINT (8.2914109 47.1661059),"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",Hochdorf,,5,6280,Hauptstrasse,,Genossenschaft Migros Luzern,,,,,,,Migros Hochdorf (MM),Hochdorf Seetal-Center,https://filialen.migros.ch/de/migros-supermarkt-hochdorf-seetal-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,node/340481159,340481159,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (8.3488772 47.0954321),"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",Buchrain,,,6033,Unterdorfstrasse,,Genossenschaft Migros Luzern,,,,,,,Migros Buchrain,Buchrain Tschannhof,https://filialen.migros.ch/de/migros-supermarkt-buchrain-tschannhof,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,node/442702205,442702205,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (8.275256 47.0778381),"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",,,,,,,Genossenschaft Migros Luzern,,,,,,,Migros Emmenbrücke (MM),Emmenbrücke Sonnenplatz,https://filialen.migros.ch/de/migros-supermarkt-emmenbruecke-sonnenplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,node/506648661,506648661,node,Migros,Q680727,en:Migros,,,,,Migros,supermarket,yes,POINT (8.3168248 47.0423384),"Mo-Fr 07:00-19:00, Sa 07:00-17:00; PH off",Luzern,,66,6005,Tribschenstrasse,,Genossenschaft Migros Luzern,,,,,,,Migros Tribschenstrasse,Luzern Tribschenstrasse,https://filialen.migros.ch/de/migros-supermarkt-luzern-tribschenstrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,node/529971961,529971961,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (8.5183034 47.1731419),Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-17:00; PH off,Zug,,22,6300,Baarerstrasse,,Genossenschaft Migros Luzern,,,,,,,Migros Metalli (MM),Zug Metalli,https://filialen.migros.ch/de/migros-supermarkt-zug-metalli,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,same,,,,,,,,,,,,,,"Hinterbergstrasse 40, Einkaufszentrum Zugerland, 6312 Steinhausen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,node/963198491,963198491,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (8.5793078 47.1381682),"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off",Unterägeri,CH,32,6314,Zugerstrasse,,Genossenschaft Migros Luzern,+41 41 754 41 41,,,,,,Migros Unterägeri,Unterägeri,https://filialen.migros.ch/de/migros-supermarkt-unteraegeri,,,,,,,,,,,,,,,migros.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,node/1069059529,1069059529,node,Migros,Q680727,de:Migros,,,,,Migros,supermarket,yes,POINT (8.3072505 47.0461309),Mo-Fr 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00; PH off,Luzern,,58,6003,Winkelriedstrasse,,Genossenschaft Migros Luzern,,,,,,,Migros Waldstätter,Luzern Waldstätter,https://filialen.migros.ch/de/migros-supermarkt-luzern-waldstaetter,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,node/1083855663,1083855663,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (8.309215 47.019095),"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",Horw,,14-15,6048,Gemeindehausplatz,,Genossenschaft Migros Luzern,,,,,,,Migros Horw,Horw,https://filialen.migros.ch/de/migros-supermarkt-horw,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,node/1145599864,1145599864,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (8.2922426 47.0737083),"Mo-Th 09:00-19:00, Fr 09:00-21:00, Sa 08:00-17:00; PH off",Emmenbrücke,,50,6020,Seetalstrasse,,Genossenschaft Migros Luzern,,,,,,,Migros Emmen (MM),Emmen Wohncenter,https://filialen.migros.ch/de/migros-supermarkt-emmen-wohncenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,node/1191792633,1191792633,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,limited,POINT (8.2738856 47.0898165),"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",Emmenbrücke,,3,6020,Kapfstrasse,,Genossenschaft Migros Luzern,,,,,,,Migros Kapf,Emmen Kapf,https://filialen.migros.ch/de/migros-supermarkt-emmen-kapf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,node/1254632070,1254632070,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (8.3282536 47.0374219),"Mo-Th 08:30-19:00, Fr 08:30-21:00, Sa 08:00-17:00; PH off",Luzern,,23,6005,Langensandstrasse,,Genossenschaft Migros Luzern,,,,,,,Migros Schönbühl (MM),Luzern Schönbühl,https://filialen.migros.ch/de/migros-supermarkt-luzern-schoenbuehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,node/1278535198,1278535198,node,Migros,Q680727,en:Migros,,,,,Migros,supermarket,yes,POINT (8.4287189 47.1413116),"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off",Rotkreuz,,1,6343,Buonaserstrasse,,Genossenschaft Migros Luzern,,,,,,,Migros Rotkreuz,Rotkreuz,https://filialen.migros.ch/de/migros-supermarkt-rotkreuz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arkadenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,node/1334477909,1334477909,node,Migros,Q680727,,,,,,Migros,supermarket,,POINT (8.3155116 47.0605745),"Mo-Fr 08:00-12:15,13:30-19:00, Sa 08:00-17:00; PH off",Luzern,,2,6006,Mettenwylstrasse,,Genossenschaft Migros Luzern,,,,,,,Migros Partner Wesemlin,Luzern Wesemlin,https://filialen.migros.ch/de/migros-partner-luzern-wesemlin,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
