,unique_id,osmid,element_type,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,contact:phone,name,operator,shop,wheelchair,geometry,opening_hours,phone,nodes,building,amenity,building:levels,roof:levels,roof:shape,alt_name,branch,website,smoking,source,landuse,level,organic,payment:cash,payment:maestro,toilets:wheelchair,access,capacity,fee,layer,parking,wikidata,start_date,entrance,capacity:disabled,lit,surface,disused:shop,internet_access,addr:housename,toilets,bus,highway,public_transport,name:it,addr:suburb,toilets:access,wheelchair:description,check_date:opening_hours,opening_hours:covid19,payment:twint,payment:coins,payment:contactless,payment:credit_cards,payment:debit_cards,payment:notes,payment:telephone_cards,kids_area,payment:postfinance_card,addr:place,maxheight,building:roof,fixme,operator:type,maxstay,ele,diet:halal,diet:kosher,post_box:location,internet_access:fee,description,emergency,emergency:phone,building:material,roof:colour,indoor,delivery:covid19,room,source:opening_hours,takeaway,check_date,network,uic_name,uic_ref,operator:wikidata,name:en,smoothness,contact:website,park_ride,supervised,payment:cryptocurrencies,payment:mastercard,payment:visa,name:de,building:part,departures_board,dog,loc_name,end_date,access:covid19,changing_table,fax,addr:state,post_office,post_office:brand,contact:addr:full,internet_access:ssid,recycling:batteries,contact:addr,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,recycling:electrical_appliances,level:ref,opening_hours:url,covered,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,payment:american_express,payment:diners_club,payment:jcb,source:addr,changing_table:location,addr:full,addr:street:fr,official_name,man_made,surveillance
138,node/4364207486,4364207486,node,Bronschhofen,,2,9552,AMP-Strasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,POINT (9.0324644 47.4805982),"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",,,,,,,,Migros Bronschhofen,Bronschhofen,https://filialen.migros.ch/de/migros-supermarkt-bronschhofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,node/4419872582,4419872582,node,Aadorf,,2,8355,Bahnhofstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.8995983 47.4900683),"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",,,,,,,,Migros Aadorf,Aadorf,https://filialen.migros.ch/de/migros-supermarkt-aadorf,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,node/4471468374,4471468374,node,Münchwilen,,5,9542,Wilerstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.9982285 47.4778718),"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",,,,,,,,Migros Münchwilen,Münchwilen,https://filialen.migros.ch/de/migros-supermarkt-muenchwilen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,node/4471606841,4471606841,node,Winterthur,,4,8409,Hintermühlenstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.7717306 47.5042286),"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",,,,,,,,Migros Hegi,Winterthur Hegi,https://filialen.migros.ch/de/migros-supermarkt-winterthur-hegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,node/4816412575,4816412575,node,Winterthur,,1,8408,Lindenplatz,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.693819 47.5107051),"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",,,,,,,,Migros Wülflingen,Winterthur Wülflingen,https://filialen.migros.ch/de/migros-supermarkt-winterthur-wuelflingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,node/4916560819,4916560819,node,Elgg,,16,8353,St. Gallerstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.8615229 47.4983121),"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",,,,,,,,Migros Elgg,Elgg,https://filialen.migros.ch/de/migros-supermarkt-elgg,,,,,,,,,,,,,,,2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,node/5295431519,5295431519,node,Hittnau,,75,8335,Jakob Stutz-Strasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.8253509 47.3632596),"Mo-Fr 06:30-20:00, Sa 06:30-18:00; PH off",,,,,,,,Migros Hittnau,Hittnau,https://filialen.migros.ch/de/migros-supermarkt-hittnau,,,,,,,,,,,,,,,2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,node/5965781853,5965781853,node,Stein am Rhein,CH,41,8260,Kaltenbacherstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.8529556 47.6512181),"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",,,,,,,,Migros Stein am Rhein,Stein am Rhein,https://filialen.migros.ch/de/migros-supermarkt-stein-am-rhein,,,,,,,,,,,,,,,2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,node/6408618764,6408618764,node,Matzingen,,95,9548,Frauenfelderstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.9222307 47.5267259),"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",,,,,,,,Migros Matzingen,Matzingen,https://filialen.migros.ch/de/migros-supermarkt-matzingen,,,,,,,,,,,,,,,2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,node/7683124251,7683124251,node,Wil SG,,5,9500,Obere Bahnhofstrasse,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (9.0428048 47.462723),Mo-Fr 8:00-19:00; Tu 08:00-20:00; Sa 08:00-17:00; PH off,,,,,,,,Migros Wil SG (MM),Wil SG,https://filialen.migros.ch/de/migros-supermarkt-wil-sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,node/7684812078,7684812078,node,Kollbrunn,,24,8483,Tösstalstrasse,Migros,Q680727,,,,,,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.7699768 47.4579651),"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",,,,,,,,Migros Kollbrunn,Kollbrunn,https://filialen.migros.ch/de/migros-supermarkt-kollbrunn,,,,,,,,,,,,,,,2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,node/7711197327,7711197327,node,Volketswil,,18,8604,Im Zentrum,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,,POINT (8.6806971 47.3881782),Mo-Sa 08:00-20:00; PH off,,,,,,,,Migros Volketswil (MM),Volketswil Zentrum,https://filialen.migros.ch/de/migros-supermarkt-volketswil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,node/9040336565,9040336565,node,Winterthur,,2,8406,Ziegeleiplatz,Migros,Q680727,en:Migros,,,,,,Migros,,supermarket,yes,POINT (8.6992966 47.4773426),Mo-Fr 07:30-20:00; Sa 08:00-18:00,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,node/9245621475,9245621475,node,,,,,,Migros,Q680727,en:Migros,,,,,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,POINT (9.1354392 47.4372258),"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,,,,,,Migros Uzwil,Uzwil Birkenhof,https://filialen.migros.ch/de/migros-supermarkt-uzwil-birkenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,way/36983118,36983118,way,Turbenthal,,54,8488,Tösstalstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((8.8441495 47.4385789, 8.8445932 47.4387598, 8.8446062 47.4387452, 8.8446746 47.4387732, 8.8446993 47.4387455, 8.8449251 47.4384921, 8.8448586 47.438465, 8.8448738 47.4384479, 8.8445138 47.4383011, 8.8443806 47.4384505, 8.844295 47.4384156, 8.8441495 47.4385789))","Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",,"[430050099, 430050100, 2994512584, 2994512587, 3126995664, 430050101, 2994512566, 2994512565, 2994512552, 430050103, 2994512561, 430050099]",yes,,,,,Migros Turbenthal,Turbenthal,https://filialen.migros.ch/de/migros-supermarkt-turbenthal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,way/59263474,59263474,way,Seuzach,CH,5,8472,Winterthurerstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,yes,"POLYGON ((8.7306723 47.5354427, 8.7304318 47.5354649, 8.7304266 47.5354391, 8.7301131 47.5354679, 8.7301184 47.5354937, 8.7300661 47.5354985, 8.7300964 47.5356485, 8.7306147 47.5356008, 8.7306048 47.535552, 8.7306927 47.5355439, 8.7306723 47.5354427))","Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",,"[734879820, 1528087986, 1528087984, 1528087989, 1528087991, 734879792, 734879768, 1528088012, 1528088003, 734879932, 734879820]",yes,,,,,Migros Seuzach,Seuzach,https://filialen.migros.ch/de/migros-supermarkt-seuzach,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,way/115192502,115192502,way,Winterthur,,1,8404,Guggenbühlstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((8.7588045 47.5112737, 8.7587363 47.5112827, 8.7586939 47.5111284, 8.7587942 47.5111158, 8.758787 47.5110899, 8.758709 47.5110997, 8.7587044 47.5110809, 8.7586906 47.5110346, 8.7586644 47.5109374, 8.7585115 47.5109237, 8.7584952 47.5108487, 8.7587426 47.510707, 8.7588152 47.5107002, 8.7588892 47.5106933, 8.759035 47.5112441, 8.7588045 47.5112737))","Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",,"[2069879278, 1302502411, 1302501965, 1302502679, 1302502169, 1302500409, 1302501568, 1302500966, 1302503444, 1302500728, 1302500178, 1302501743, 2182954922, 1302501374, 2069879264, 2069879278]",yes,,,,,Migros Oberwinterthur (MM),Oberwinterthur,https://filialen.migros.ch/de/migros-supermarkt-winterthur-oberwinterthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-27,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,way/194286495,194286495,way,,,,,,,,,,,,,,Migros,Migros,,yes,"POLYGON ((9.0425241 47.4628099, 9.042445 47.4626377, 9.0423743 47.462651, 9.0422438 47.4626757, 9.0423725 47.4629314, 9.0427293 47.4628643, 9.0428419 47.4628571, 9.0432165 47.4628303, 9.0432469 47.4628281, 9.043196 47.4625071, 9.0434106 47.4624708, 9.0433837 47.4622605, 9.0431343 47.4622659, 9.0431289 47.4623185, 9.0431102 47.4623439, 9.0431155 47.4624382, 9.0426971 47.4624745, 9.0427454 47.462625, 9.0427454 47.4627501, 9.0425241 47.4628099))","Mo,We-Fr 08:00-19:00, Tu 08:00-20:00, Sa 08:00-17:00",,"[2048105940, 2048105950, 9662609217, 2048105985, 2048105888, 2048105887, 2048105869, 6858322452, 2048105841, 2048105996, 2048105943, 2048105929, 2048105842, 2048105849, 2048105977, 2048105845, 2048105954, 2048105952, 2048105839, 2048105940]",parking,parking,1,,,,,,,,,2,,,,,customers,,yes,,multi-storey,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,"Die vorgeschlagenen Operator tags stimmen nicht mit dem Wiki überein. Hier gibt es Kreuzungen die noch korrigiert werden müssen.
Der Parkplatz ist nur auf den obersten zwei Stockwerken.
Beim unteren Stockwerk fehlt der westliche Ausläufer",business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,way/219695314,219695314,way,Müllheim Dorf,CH,3,8555,Thurstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,yes,"POLYGON ((9.0006259 47.5998626, 9.0006276 47.5998348, 9.0011605 47.5998523, 9.0011653 47.5997482, 9.0010896 47.5997461, 9.0011012 47.5996134, 9.0004565 47.5996011, 9.0004313 47.5998569, 9.0006259 47.5998626))","Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",,"[2288341337, 2288341330, 2288341334, 2288341322, 2288341320, 2288341316, 2288341313, 2288341336, 2288341337]",yes,,,,,Migros Müllheim,Müllheim,https://filialen.migros.ch/de/migros-supermarkt-muellheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,way/233903441,233903441,way,Winterthur,,9,8400,Pflanzschulstrasse,Migros,Q680727,,,,,,,Migros,Genossenschaft Migros Ostschweiz,supermarket,yes,"POLYGON ((8.7403929 47.4948728, 8.7404341 47.4947753, 8.7404507 47.4947326, 8.7404238 47.4947279, 8.7404753 47.4944687, 8.7404116 47.4944698, 8.7403404 47.4946446, 8.740025 47.4945845, 8.7399509 47.4946065, 8.7398791 47.4947816, 8.7395673 47.4947249, 8.7394011 47.4947707, 8.7394134 47.4947909, 8.7395878 47.4948254, 8.7395979 47.4948009, 8.7397917 47.4948382, 8.7397793 47.4948659, 8.7398152 47.4948728, 8.7400433 47.4949167, 8.7400543 47.4948883, 8.7402518 47.4949244, 8.7402407 47.4949515, 8.7402753 47.4949587, 8.740504 47.4949984, 8.7405138 47.4949737, 8.7407464 47.4950147, 8.7407754 47.4949461, 8.7403929 47.4948728))","Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",,"[7746205989, 5666137893, 1217358961, 82562820, 6269135167, 2422195647, 2422195669, 2422195662, 2422195667, 7746177978, 7746205985, 7746205988, 6269135176, 7746205987, 7746205986, 7746177984, 7746177983, 7746177982, 7746177981, 7746177980, 7746177979, 2422195701, 6269135161, 7746205990, 82562818, 2422195708, 7746205991, 7746205989]",retail,,1,,flat,Migros Deutweg,Winterthur Deutweg,https://filialen.migros.ch/de/migros-supermarkt-winterthur-deutweg,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-25,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,way/254283782,254283782,way,Bazenheid,,17,9602,Wilerstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((9.0675961 47.4127243, 9.0680969 47.4128507, 9.0681575 47.4127394, 9.0684172 47.4128055, 9.0685063 47.412644, 9.0680446 47.4125262, 9.0678471 47.4124758, 9.0677655 47.4126247, 9.0676629 47.4125996, 9.0675961 47.4127243))","Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",,"[2600727508, 2600727516, 2600727509, 2600727513, 2600727505, 4936478707, 2600727499, 2600727503, 2600727502, 2600727508]",yes,,,,,Migros Bazenheid,Bazenheid,https://filialen.migros.ch/de/migros-supermarkt-bazenheid,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,way/286601752,286601752,way,Fehraltorf,,4,8320,Grundstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((8.7556223 47.3868721, 8.7553351 47.3866691, 8.7552317 47.3865573, 8.7552964 47.3865154, 8.755267 47.3864842, 8.75545 47.3863656, 8.7556426 47.3865, 8.756041 47.3864421, 8.7561722 47.3865429, 8.7556223 47.3868721))","Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",,"[2902796596, 2902796805, 2902796577, 2902796586, 2902796810, 2902796568, 2902796808, 4078346712, 2902796570, 2902796596]",yes,,,,,Migros Fehraltdorf,Fehraltdorf,https://filialen.migros.ch/de/migros-supermarkt-fehraltorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,way/322727656,322727656,way,Sirnach,,27,8370,Winterthurerstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,yes,"POLYGON ((8.99164 47.463841, 8.9920624 47.4636423, 8.991807 47.4633941, 8.9918334 47.4633817, 8.9917127 47.4632644, 8.9914847 47.4633716, 8.9916012 47.4634848, 8.9913804 47.4635887, 8.99164 47.463841))","Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",,"[3295004558, 3295004559, 3295004560, 3295008761, 3295008762, 3295008763, 3295008764, 3295008765, 3295004558]",retail,,1,,flat,Migros Sirnach,Sirnach,https://filialen.migros.ch/de/migros-supermarkt-sirnach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,way/547111096,547111096,way,Zuzwil SG,,17,9524,Herbergstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((9.1136091 47.4718123, 9.1134596 47.4715299, 9.1124748 47.4717683, 9.1126244 47.4720507, 9.1136091 47.4718123))","Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",,"[5286412580, 3816702184, 5286412579, 5286412581, 5286412580]",commercial,,,,,Migros Zuzwil SG,Zuzwil SG,https://filialen.migros.ch/de/migros-supermarkt-zuzwil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,way/598640369,598640369,way,Bütschwil,,41,9606,Landstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((9.0731175 47.3633187, 9.0731273 47.3632833, 9.0731671 47.3632884, 9.0732476 47.3629999, 9.073205 47.3629944, 9.0732157 47.3629561, 9.0727936 47.3629019, 9.0727012 47.3632322, 9.0727387 47.3632704, 9.0731175 47.3633187))","Mo-Fr 07:00-19:00, Sa 07:00-17:00; PH off",,"[5697499854, 5697499855, 5697499856, 5697499857, 5697499858, 5697499859, 5697499860, 5697499861, 5697499862, 5697499854]",apartments,,3,0,,Migros Bütschwil,Bütschwil,https://filialen.migros.ch/de/migros-supermarkt-buetschwil,,,,,,,,,,,,,,,2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,node/1560009340,1560009340,node,Sarnen,,5,6060,Nelkenstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Luzern,supermarket,yes,POINT (8.2498547 46.8968476),"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",+41 41 666 53 33,,,,,,,Migros Sarnen (MM),Sarnen Center,https://filialen.migros.ch/de/migros-supermarkt-sarnen-sarnen-center,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,node/1665613604,1665613604,node,Erstfeld,,144,6472,Gotthardstrasse,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Luzern,supermarket,,POINT (8.6500017 46.8251804),"Mo-Fr 07:30-18:30, Sa 07:30-17:00",,,,,,,,Migros Erstfeld,Erstfeld,https://filialen.migros.ch/de/migros-supermarkt-erstfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,node/2642259706,2642259706,node,Altdorf UR,,14,6460,Gitschenstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Luzern,supermarket,yes,POINT (8.6417406 46.8796927),"Mo-Th 07:30-18:30, Fr 07:30-21:00, Sa 07:30-17:00",,,,,,,,Migros Altdorf,Altdorf UR,https://filialen.migros.ch/de/migros-supermarkt-altdorf,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,node/2778506649,2778506649,node,Engelberg,,5,6390,Klosterstrasse,Migros,Q680727,en:Migros,,,,,,Migros,Genossenschaft Migros Luzern,supermarket,,POINT (8.4056705 46.8207411),"Mo-Fr 07:30-19:00, Sa 07:30-18:00",,,,,,,,Migros Engelberg,Engelberg,https://filialen.migros.ch/de/migros-supermarkt-engelberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,node/3148801527,3148801527,node,Stans,,2,6370,Bitzistrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Luzern,supermarket,yes,POINT (8.3549116 46.9654611),"Mo-Fr 09:00-20:00, Sa 08:00-18:00; PH off",,,,,,,,Migros Länderpark (MMM),Stans Länderpark,https://filialen.migros.ch/de/migros-supermarkt-stans-laenderpark,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,node/7390289544,7390289544,node,Altdorf UR,,67,6460,Gotthardstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,,,,,Migros,Genossenschaft Migros Luzern,supermarket,,POINT (8.651044 46.8727406),"Mo-Th 08:00-18:30, Fr 08:00-21:00, Sa 08:00-17:00",,,,,,,,Migros Urnertor (MM),Altdorf Urnertor,https://filialen.migros.ch/de/migros-supermarkt-buerglen-altdorf-urnertor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
