,unique_id,osmid,element_type,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,name:de,opening_hours,operator,phone,shop,geometry,wheelchair,access,amenity,fee,layer,parking,branch,nodes,building,toilets:wheelchair,alt_name,ele,website,diet:halal,diet:kosher,internet_access,check_date:opening_hours,payment:cash,payment:debit_cards,entrance,level,source,opening_hours:covid19,payment:coins,payment:credit_cards,fixme,addr:place,indoor,payment:twint,bus,highway,network,public_transport,uic_name,uic_ref,wheelchair:description,access:covid19,changing_table,organic,fax,contact:phone,addr:state,building:roof,addr:housename,contact:website,smoothness,surface,payment:cryptocurrencies,payment:maestro,payment:mastercard,payment:postfinance_card,payment:visa,start_date,capacity:disabled,maxstay,source:opening_hours,takeaway,check_date,capacity,operator:wikidata,name:en,building:material,roof:colour,building:levels,roof:shape,roof:levels,park_ride,supervised,post_box:location,kids_area,internet_access:fee,description,emergency,emergency:phone,delivery:covid19,room,wikidata,lit,disused:shop,operator:type,payment:contactless,toilets,payment:notes,payment:telephone_cards,toilets:access,smoking,landuse
43,node/7714149411,7714149411,node,Malters,,7,6102,Weihermatte,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off",Genossenschaft Migros Luzern,,supermarket,POINT (8.1802551 47.0374195),,,,,,,Malters,,,,Migros Malters,,https://filialen.migros.ch/de/migros-supermarkt-malters-2,,,,,,,,,,,,,Genaue Lage?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,way/87220776,87220776,way,Luzern,,9,6004,Hertensteinstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-17:00; PH off,Genossenschaft Migros Luzern,,supermarket,"POLYGON ((8.3096603 47.0544041, 8.3100758 47.0545668, 8.3097429 47.0549515, 8.3095612 47.054851, 8.3093527 47.0547357, 8.3096603 47.0544041))",yes,,,,,,Luzern Schweizerhof,"[1014207331, 1014205180, 1014206139, 1553431911, 1014205856, 1014207331]",commercial,,Migros Schweizerhof (MM),,https://filialen.migros.ch/de/migros-supermarkt-luzern-schweizerhof,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,way/232877652,232877652,way,Egolzwil,,,6243,,Migros,Q680727,en:Migros,,,,,Migros,,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Luzern,,supermarket,"POLYGON ((7.9811115 47.1836118, 7.9815181 47.1833372, 7.9817335 47.1834845, 7.9817067 47.1835025, 7.9818075 47.1835714, 7.9815476 47.1837469, 7.9814473 47.1836783, 7.9813272 47.1837594, 7.9811115 47.1836118))",,,,,,,Egolzwil-Schöltz,"[94635655, 2411875993, 9030247705, 9030247706, 2411875998, 2411876001, 2411876000, 2411876002, 94635655]",yes,,Migros Egolzwil-Schöltz,,https://filialen.migros.ch/de/migros-supermarkt-egolzwil-schoetz,,,,,,,,,,,,,,Grossmatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,way/379342427,379342427,way,Luzern,,,6003,,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Sa 06:00-22:00, Su 07:00-22:00",Genossenschaft Migros Luzern,,supermarket,"POLYGON ((8.3091514 47.0507673, 8.3091402 47.0508571, 8.309313 47.0508664, 8.309421 47.0508711, 8.3094303 47.0507397, 8.3092337 47.0506583, 8.3091514 47.0507673))",,,,,,,Luzern Bahnhof,"[3810146561, 3826363461, 3826363460, 3826408898, 3826408897, 3826408894, 3810146561]",,,Migros Luzern Bahnhof,,https://filialen.migros.ch/de/migros-supermarkt-luzern-bahnhof,,,,2022-06-16,,,,-1,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,node/185627927,185627927,node,Lenzburg,,15,5600,Bachstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.1771397 47.3871106),yes,,,,,,Lenzburg,,,,Migros Lenzburg (MM),,https://filialen.migros.ch/de/migros-supermarkt-lenzburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,node/266571580,266571580,node,Brugg,,1,5200,Neumarkt,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Aare,,supermarket,POINT (8.2094058 47.4821521),yes,,,,,,Brugg Neumarkt,,,,Migros Brugg (MMM),,https://filialen.migros.ch/de/migros-supermarkt-brugg-neumarkt,,,,,,,,0;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,node/279370613,279370613,node,Nussbaumen AG,,,5415,Hertensteinstrasse,Migros,Q680727,en:Migros,,,,,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.2924516 47.4881565),,,,,,,Nussbaumen Markthof,,,,Migros Nussbaumen,,https://filialen.migros.ch/de/migros-supermarkt-nussbaumen-markthof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,node/282874901,282874901,node,Baden,,40/42,5400,Bahnhofstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Tu 08:00-19:00, We-Fr 08:00-20:00, Sa 07:30-18:00; PH off",Genossenschaft Migros Aare,+41 58 567 54 00,supermarket,POINT (8.3085492 47.4768338),yes,,,,-1,,Baden City,,,,Migros Baden (MM),,https://filialen.migros.ch/de/migros-supermarkt-baden-city,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,node/302821909,302821909,node,Wohlen,,7,5610,Bahnhofstrasse,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.2724788 47.3494071),yes,,,,,,Wohlen AG,,,yes,Migros Wohlen (MM),,https://filialen.migros.ch/de/migros-supermarkt-wohlen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,node/309442624,309442624,node,Neuenhof,,19,5432,Zürcherstrasse,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.32741 47.4501764),yes,,,,,,Neuenhof,,,,Migros Neuenhof,,https://filialen.migros.ch/de/migros-supermarkt-neuenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,node/401590212,401590212,node,Bremgarten AG,,2,5620,Zufikerstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.3496696 47.3526298),yes,,,,,,Bremgarten AG,,,,Migros Bremgarten AG (MM),,https://filialen.migros.ch/de/migros-supermarkt-bremgarten-ag,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,node/430675300,430675300,node,Erlinsbach AG,,,5018,,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Fr 08:00-18:30; Sa 08:00-17:00,Genossenschaft Migros Aare,,supermarket,POINT (8.0085923 47.4053709),,,,,,,Erlinsbach,,,,Migros Erlinsbach,,https://filialen.migros.ch/de/migros-supermarkt-erlinsbach,,,,,,,,,,,,,,Zentrum Rössli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,node/544246178,544246178,node,Fahrwangen,,12,5615,Hintergasse,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.2442351 47.2941009),,,,,,,Fahrwangen,,,,Migros Fahrwangen,,https://filialen.migros.ch/de/migros-supermarkt-fahrwangen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,node/651644038,651644038,node,Aarau,,18,5000,Igelweid,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Fr 08:00-19:00; Th 08:00-20:00; Sa 08:00-18:00; PH off,Genossenschaft Migros Aare,,supermarket,POINT (8.046187 47.3916942),yes,,,,,,Aarau Igelweid,,,,Migros Aarau (MM),,https://filialen.migros.ch/de/migros-supermarkt-aarau-igelweid,,,wlan,,yes,yes,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,node/661995247,661995247,node,Wettingen,CH,69,5430,Landstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Aare,+41 58 567 20 50,supermarket,POINT (8.3244562 47.4673647),yes,,,,,,Wettingen Landstrasse,,,,Migros Wettingen (MM),,https://filialen.migros.ch/de/migros-supermarkt-wettingen-landstrasse,,,,2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,node/765330266,765330266,node,Schöftland,,3,5040,Picardiestrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.0476665 47.3028814),yes,,,,,,Schöftland,,,,Migros Schöftland,,https://filialen.migros.ch/de/migros-supermarkt-schoeftland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,node/898174751,898174751,node,Olten,,20,4600,Louis Giroud-Strasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 08:00-18:00; PH off,Genossenschaft Migros Aare,,supermarket,POINT (7.9094486 47.346669),yes,,,,,,Olten Sälipark,,,yes,Migros Sälipark (MM),,https://filialen.migros.ch/de/migros-supermarkt-olten-saelipark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,node/984022891,984022891,node,,,,,,,,,,,,,Migros,,,PAG,,,POINT (8.2723891 47.3494562),yes,,,,,,,,,,,423,,,,,,,,,,,,,,,,,,yes,bus_stop,A-Welle,platform,"Wohlen AG, Migros",8572621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,node/1072910460,1072910460,node,Lupfig,,17,5242,Flachsacherstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.2083483 47.4400546),,,,,,,Lupfig,,,,Migros Lupfig,,https://filialen.migros.ch/de/migros-supermarkt-lupfig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,node/1165255718,1165255718,node,Wildegg,,11c,5103,Bruggerstrasse,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.1665132 47.416306),,,,,,,Wildegg,,,,Migros Wildegg,,https://filialen.migros.ch/de/migros-supermarkt-wildegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,node/1606211122,1606211122,node,Fislisbach,,7d,5442,Badenerstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.2899101 47.4362085),yes,,,,,,Fislisbach,,,yes,Migros Fislisbach,,https://filialen.migros.ch/de/migros-supermarkt-fislisbach,,,,,,,,,,,,,,,,,,,,,,,WC und Garage im -1 und -2 via Aufzug erreichbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,node/1613212195,1613212195,node,Olten,,21,4600,Solothurnerstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 08:00-18:00; PH off,Genossenschaft Migros Aare,,supermarket,POINT (7.8986189 47.3498922),yes,,,,,,Olten Hammer,,,,Migros Hammer (MM),,https://filialen.migros.ch/de/migros-supermarkt-olten-hammer,,,,,,,,0,,open,,,,,,,,,,,,,,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,node/1631232337,1631232337,node,Lostorf,,20,4654,Hauptstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-18:30, Sa 08:00-17:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (7.9476765 47.3828706),,,,,,,Lostorf,,,,Migros Lostorf,,https://filialen.migros.ch/de/migros-supermarkt-lostorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,node/1676132716,1676132716,node,Frick,,44,5070,Hauptstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 07:30-18:00; PH off",Genossenschaft Migros Aare,+41 58 567 76 80,supermarket,POINT (8.0191736 47.5081087),,,,,,,Frick,,,,Migros Frick,,https://filialen.migros.ch/de/migros-supermarkt-frick,,,,,,,,,,,,,,,,,,,,,,,,,,,+41 58 567 76 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,node/2077989547,2077989547,node,Muri AG,,8,5630,Kirchfeldstrasse,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 07:30-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.3420052 47.2721282),yes,,,,,,Muri AG,,,,Migros Muri AG (MM),,https://filialen.migros.ch/de/migros-supermarkt-muri-ag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,node/2081034362,2081034362,node,Zofingen,,5,4800,Aarburgerstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-20:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (7.9422753 47.2915021),,,,,,,Zofingen,,,,Migros Zofingen (MM),,https://filialen.migros.ch/de/migros-supermarkt-zofingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,node/2401239033,2401239033,node,Schönenwerd,,14,5012,C. F. Ballystrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 07:30-18:00; PH off,Genossenschaft Migros Aare,,supermarket,POINT (8.0031319 47.3733668),yes,,,,,,Schönenwerd,,,,Migros Schönenwerd,,https://filialen.migros.ch/de/migros-supermarkt-schoenenwerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,node/3536981995,3536981995,node,Rothrist,,20,4852,Neue Aarburgerstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (7.8868376 47.3065539),,,,,,,Rothrist,,,,Migros Rothrist,,https://filialen.migros.ch/de/migros-supermarkt-rothrist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,node/3812339377,3812339377,node,Gebenstorf,,2,5412,Wambisterstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.2444306 47.4899894),,,,,,,Gebenstorf,,,,Migros Gebenstorf,,https://filialen.migros.ch/de/migros-supermarkt-gebenstorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,node/3846698659,3846698659,node,Oftringen,,2,4665,Zürichstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (7.9216331 47.312271),,,,,,,Oftringen,,,,Migros Oftringen (MM),,https://filialen.migros.ch/de/migros-supermarkt-oftringen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,node/3849759581,3849759581,node,Spreitenbach,,,8957,,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 09:00-20:00, Sa 08:00-20:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.3691199 47.4232924),yes,,,,,,Spreitenbach Tivoli,,,,Migros Tivoli (MMM),,https://filialen.migros.ch/de/migros-supermarkt-spreitenbach-tivoli,,,,,,,,1;3,,"Mo-Fr 09:00-19:00, Sa 08:00-19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,node/3849871086,3849871086,node,Spreitenbach,,,8957,,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 09:00-20:00, Sa 08:00-20:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.3676957 47.4221595),,,,,,,Spreitenbach Shoppi,,,,Migros Spreitenbach (MM),,https://filialen.migros.ch/de/migros-supermarkt-spreitenbach,,,,,,,,0,,"Mo-Fr 09:00-19:00, Sa 08:00-19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,node/4366602090,4366602090,node,Hitzkirch,,2,6285,Richensee,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Luzern,,supermarket,POINT (8.2520035 47.2221009),,,,,,,Hitzkirch,,,,Migros Hitzkirch,,https://filialen.migros.ch/de/migros-supermarkt-hitzkirch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,node/5231189090,5231189090,node,Suhr,,52,5034,Bernstrasse Ost,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off,Genossenschaft Migros Aare,,supermarket,POINT (8.0820252 47.372948),yes,,,,,,Suhr Suhrepark,,,,Migros Suhr,,https://filialen.migros.ch/de/migros-supermarkt-suhr-suhrepark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,node/5425441458,5425441458,node,Unterentfelden,,8,5035,Binzmattweg,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Aare,+41 58 567 20 00,supermarket,POINT (8.0456229 47.3620678),,,,,,,Unterentfelden,,,,Migros Unterentfelden (MM),,https://filialen.migros.ch/de/migros-supermarkt-unterentfelden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,node/6016261985,6016261985,node,Aarau,,3h,5000,Bahnhofplatz,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 07:00-21:00; PH,Sa-Su 08:00-21:00",Genossenschaft Migros Aare,+41 58 567 14 80,supermarket,POINT (8.0533673 47.3919927),yes,,,,,,Aarau Bahnhof,,,,Migros Aarau Bahnhof,,https://filialen.migros.ch/de/migros-supermarkt-aarau-bahnhof,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,node/6238261157,6238261157,node,Mellingen,,50,5507,Lenzburgerstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.2668592 47.4132639),,,,,,,Mellingen,,,,Migros Mellingen,,https://filialen.migros.ch/de/migros-supermarkt-mellingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,+41 585676800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,node/7306625863,7306625863,node,,,,,,,,,,,,,Migros,,,PAG,,,POINT (8.2724091 47.3495349),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,A-Welle,stop_position,"Wohlen AG, Migros",8572621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,node/7507371250,7507371250,node,Buchs AG,,9b,5033,Bresteneggstrasse,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Fr 09:00-20:00, Sa 08:00-20:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.0895665 47.3847433),yes,,,,,,Buchs AG Wynecenter,,,,Migros Wynecenter (MMM),,https://filialen.migros.ch/de/migros-supermarkt-buchs-ag-wynecenter,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,node/7744517904,7744517904,node,Seon,,21,5703,Unterdorfstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Fr 08:00-19:00; Th 08:00-20:00; Sa 07:30-18:00; PH off,Genossenschaft Migros Aare,,supermarket,POINT (8.1612756 47.347822),,,,,,,Seon,,,,Migros Seon,,https://filialen.migros.ch/de/migros-supermarkt-seon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,node/7744520184,7744520184,node,Gränichen,,2,5722,Lindenplatz,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.0980307 47.3600635),,,,,,,Gränichen,,,,Migros Gränichen,,https://filialen.migros.ch/de/migros-supermarkt-graenichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,node/9438976816,9438976816,node,Pfaffnau,,5,6264,Sagenstrasse,,,,,,,,Migros,,,,+41 41 62 754 11 19,mall,POINT (7.895653 47.2273896),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,node/9439044297,9439044297,node,Reiden,,70,6260,Hauptstrasse,,,,,,,,Migros,,,,+41 62 758 10 30,mall,POINT (7.9703402 47.2505763),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,way/25906090,25906090,way,Stein,CH,61,4332,Schaffhauserstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,,supermarket,"POLYGON ((7.9544994 47.5493278, 7.9549371 47.5491955, 7.9546113 47.548939, 7.9543663 47.5490658, 7.954427 47.5492568, 7.9544994 47.5493278))",limited,,,,,,Stein AG,"[282589142, 282589144, 282589145, 282589143, 1031648819, 282589142]",retail,,Migros Stein AG,,https://filialen.migros.ch/de/migros-supermarkt-stein-am-rhein,,,,,,,,,AGIS OF2011,,,,,,,,,,,,,,,,,,,,AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,way/164483435,164483435,way,Berikon,,13,8965,Bellikerstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-We 08:00-19:00;Th-Fr 08:00-20:00;Sa 08:00-18:00;PH closed,Genossenschaft Migros Aare,,supermarket,"POLYGON ((8.3657174 47.3631269, 8.3663556 47.3633105, 8.3662271 47.3635155, 8.366214 47.3635118, 8.3660908 47.3634746, 8.3660021 47.3636094, 8.366013 47.3636292, 8.3660068 47.3636387, 8.3659646 47.3637027, 8.3659167 47.3636882, 8.3658518 47.3637866, 8.3654478 47.3636643, 8.3654 47.3636333, 8.3657174 47.3631269))",yes,,,,,,Berikon Mutschellen,"[1761217021, 1761217015, 5081205609, 5081205611, 3027502489, 3027502491, 1761217033, 3027502492, 1761217037, 1761217036, 1761217038, 1761217035, 1716150521, 1761217021]",yes,,Migros Mutschellen,,https://filialen.migros.ch/de/migros-supermarkt-berikon-mutschellen,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
