,unique_id,osmid,element_type,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,shop,geometry,brand,brand:wikidata,brand:wikipedia,addr:city,addr:country,addr:postcode,addr:street,opening_hours,toilets:wheelchair,wheelchair,operator,name:it,addr:suburb,contact:phone,nodes,addr:housenumber,branch,building,addr:housename,website,phone,bus,highway,public_transport,alt_name,check_date:opening_hours,organic,level,opening_hours:covid19,post_box:location,source,payment:twint,kids_area,internet_access,internet_access:fee,building:levels,delivery:covid19,indoor,room,name:de,access,amenity,fee,layer,parking,ele,diet:halal,diet:kosher,payment:cash,payment:debit_cards,payment:coins,payment:credit_cards,description,emergency,emergency:phone,fixme,addr:place,capacity:disabled,lit,maxheight,surface,covered,supervised,source:addr,landuse,building:part,payment:maestro,payment:mastercard,payment:visa,contact:addr:full,internet_access:ssid,disused:shop,contact:website,recycling:batteries,wheelchair:description,contact:addr,operator:wikidata,addr:full,opening_hours:url,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,check_date,payment:american_express,payment:contactless,payment:diners_club,payment:jcb,payment:postfinance_card,roof:levels,nat_name,url,recycling:electrical_appliances,smoking,capacity,changing_table,changing_table:location,addr:street:fr,dog,official_name,takeaway,man_made,surveillance,level:ref,recycling:cans,recycling:clothes,recycling:glass,recycling:paper,recycling:pe,recycling:pet,dogs,post_office:brand,atm,contact:facebook,contact:instagram,contact:linkedin,contact:pinterest,contact:twitter,contact:youtube,note,payment:visa_debit,fax,indoor_seating,outdoor_seating,opening_date,copyright,oa:imported_by,oa:lat,oa:lon,oa:version
42,way/25808766,25808766,way,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,"POLYGON ((8.7057522 47.2065099, 8.7058024 47.2064722, 8.7054679 47.2062478, 8.7051181 47.2064882, 8.7054936 47.2067404, 8.705793 47.2065344, 8.7057522 47.2065099))",Migros,Q680727,de:Migros,Richterswil,CH,8805,Schützengass,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off",,,Genossenschaft Migros Zürich,,,,"[281506733, 413093222, 281506734, 281506735, 281506736, 413093225, 281506733]",4,Richterswil,retail,,https://filialen.migros.ch/de/migros-supermarkt-richterswil,+41 44 784 01 93,,,,Migros Richterswil,,,,,,migros.ch,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,way/609946515,609946515,way,,,,,Migros,supermarket,"POLYGON ((8.4785219 47.1919267, 8.4785574 47.1919391, 8.4786093 47.1918707, 8.4787057 47.1917435, 8.4785888 47.1917026, 8.4788207 47.1913968, 8.4776235 47.1909774, 8.4772949 47.1914107, 8.4774656 47.1914708, 8.4776022 47.1915183, 8.4775154 47.1916325, 8.477571 47.1916522, 8.4777322 47.1917086, 8.4777897 47.1917288, 8.4778593 47.191637, 8.4781585 47.1917418, 8.4780889 47.1918336, 8.4781777 47.1918647, 8.4782359 47.1918851, 8.4784868 47.1919729, 8.4785219 47.1919267))",Migros,Q680727,de:Migros,Steinhausen,,6312,Hinterbergstrasse,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off; Nov 1 off",,,Genossenschaft Migros Luzern,,,,"[5768585101, 5768585100, 5768585114, 655312409, 655312406, 6900205307, 6900205306, 5768585088, 5768585090, 9404536796, 5768585094, 5768585096, 5768585098, 5776911393, 5776911392, 5776911391, 5776911390, 5768585113, 5768585116, 5768585102, 5768585101]",40,Steinhausen Zugerland,,,https://filialen.migros.ch/de/migros-supermarkt-steinhausen-zugerland,,,,,Migros Zugerland (MMM),,yes,1,same,,,,,,,,no,room,shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,node/357198361,357198361,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.1355456 46.4039727),Migros,Q680727,en:Migros,Fiesch,CH,3984,Furkastrasse,Mo-Su 08:00-19:00,,,Migros,,,,,46,,,,,+41587264005,,,,,,,,,,,,,,,,,,,Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,node/1976199305,1976199305,node,,,,,Migros,supermarket,POINT (7.9900138 46.3253476),Migros,Q680727,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,node/9149897062,9149897062,node,,,,,Migros,supermarket,POINT (8.0157903 46.3356653),Migros,Q680727,en:Migros,,,,,"Mo-Fr 08:00-12:00,13:30-18:30; Sa 08:00-16:00",,,,,,,,,Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,way/220392398,220392398,way,postfinance_card,no,no,checkout,Migros,supermarket,"POLYGON ((7.9687689 46.308947, 7.9697184 46.309866, 7.9697541 46.3098775, 7.9697973 46.3098793, 7.9698364 46.3098734, 7.9706833 46.3094611, 7.9702343 46.309021, 7.9702555 46.3090107, 7.9700965 46.3088549, 7.9700727 46.3088665, 7.9699855 46.3087811, 7.9699375 46.3088044, 7.9698911 46.3087589, 7.9698075 46.3087096, 7.9697141 46.3086746, 7.9696202 46.3086504, 7.9695046 46.3086392, 7.9693855 46.3086341, 7.9692664 46.3086413, 7.969139 46.3086691, 7.9690002 46.308733, 7.9687743 46.3088358, 7.9687367 46.3088877, 7.9687689 46.308947))",Migros,Q680727,en:Migros,,,,Kantonsstrasse,,yes,yes,Migros,,,,"[2295192130, 2295192135, 6832257636, 6832257635, 2295192139, 2295192157, 6832257606, 6832257607, 2295192159, 6832257608, 2295192162, 6832257609, 6832257610, 6832257616, 6832257611, 6832257615, 6832257614, 6832257613, 6832257612, 2295192169, 6506278943, 2295192171, 2295192173, 2295192130]",58,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,way/273477293,273477293,way,postfinance_card,no,no,checkout,Migros,supermarket,"POLYGON ((7.9894889 46.3188182, 7.9893696 46.3187877, 7.9892864 46.3187571, 7.9895761 46.3183977, 7.9897746 46.3184737, 7.9894889 46.3188182))",Migros,Q680727,,,,,,,,yes,Migros,,,,"[2783253262, 2783253263, 2783253264, 2783253265, 2783253266, 2783253262]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,node/2778506649,2778506649,node,,,,,Migros,supermarket,POINT (8.4056705 46.8207411),Migros,Q680727,en:Migros,Engelberg,,6390,Klosterstrasse,"Mo-Fr 07:30-19:00, Sa 07:30-18:00",,,Genossenschaft Migros Luzern,,,,,5,Engelberg,,,https://filialen.migros.ch/de/migros-supermarkt-engelberg,,,,,Migros Engelberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,way/37901724,37901724,way,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,"POLYGON ((8.1846072 46.7285433, 8.1846499 46.7285368, 8.1846668 46.7285891, 8.1847697 46.7285723, 8.1848202 46.7287247, 8.1850836 46.7286206, 8.1850677 46.7285723, 8.1851288 46.7285629, 8.1851313 46.7285706, 8.185349 46.7284848, 8.185272 46.7283926, 8.1852624 46.728394, 8.1851997 46.7282044, 8.1850209 46.7282323, 8.1850285 46.7282555, 8.185012 46.7282408, 8.1849851 46.72824, 8.184969 46.7282502, 8.1849662 46.7282651, 8.1849273 46.7281474, 8.1846435 46.7281918, 8.1847128 46.7284007, 8.1846488 46.7284142, 8.1846216 46.728429, 8.1846027 46.7284475, 8.1845922 46.7284689, 8.1845908 46.7284914, 8.1846072 46.7285433))",Migros,Q680727,de:Migros,Meiringen,CH,3860,Bahnhofstrasse,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",,,Genossenschaft Migros Aare,,,,"[1989392637, 1989392636, 1989392641, 1989392640, 444825381, 1989392642, 1989392639, 5214201537, 1989392638, 444825380, 5214201536, 1989392630, 444825378, 5214201535, 5214201534, 5214201533, 5214201532, 1989392629, 5214201531, 1989392628, 444825377, 1989392631, 1989392632, 1989392633, 1989392634, 5214201530, 1989392635, 1989392637]",1,Meiringen,retail,,https://filialen.migros.ch/de/migros-supermarkt-meiringen,,,,,Migros Meiringen (MM),,,,,,,,,,,,,,,,,,,,,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,way/37901866,37901866,way,,,,,Migros,,"POLYGON ((8.184664 46.7287897, 8.1848356 46.7292623, 8.184902 46.7292554, 8.184925 46.7293375, 8.1855175 46.7292437, 8.1853686 46.7287536, 8.1853053 46.7287648, 8.1852626 46.7286483, 8.1851933 46.7285672, 8.184664 46.7287897))",,,,,,,,,,,,,,,"[444827336, 2921842962, 2921842961, 444827337, 444827338, 2921842959, 2921842960, 444827342, 2921842957, 444827336]",,,,,,,,,,,,,,,,,,,,,,,,,,yes,parking,yes,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,way/172140332,172140332,way,postfinance_card,no,no,checkout,Migros,supermarket,"POLYGON ((8.0281874 46.7552052, 8.0281037 46.7551111, 8.0279362 46.7551814, 8.0279768 46.7552276, 8.0279973 46.755219, 8.0280401 46.7552671, 8.0281874 46.7552052))",Migros,Q680727,en:Migros,Brienz BE,CH,3855,Hauptstrasse,,,,,,,,"[1830710392, 1830710364, 1830710386, 5223436922, 5223436923, 5223436924, 1830710392]",49,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,node/206357901,206357901,node,migros_bank;postfinance_card,,,,Migros,supermarket,POINT (8.3398988 47.0544427),Migros,Q680727,de:Migros,Luzern,,6006,Kreuzbuchstrasse,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,Genossenschaft Migros Luzern,,,,,53,Luzern Würzenbach,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-wuerzenbach,,,,,Migros Würzenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,node/279155942,279155942,node,,,,,Migros,,POINT (8.2915624 47.1659554),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,parking,yes,,multi-storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,node/279155943,279155943,node,,,,,Migros,supermarket,POINT (8.2914109 47.1661059),Migros,Q680727,de:Migros,Hochdorf,,6280,Hauptstrasse,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,Genossenschaft Migros Luzern,,,,,5,Hochdorf Seetal-Center,,,https://filialen.migros.ch/de/migros-supermarkt-hochdorf-seetal-center,,,,,Migros Hochdorf (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,node/340481159,340481159,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.3488772 47.0954321),Migros,Q680727,de:Migros,Buchrain,,6033,Unterdorfstrasse,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",yes,yes,Genossenschaft Migros Luzern,,,,,,Buchrain Tschannhof,,,https://filialen.migros.ch/de/migros-supermarkt-buchrain-tschannhof,,,,,Migros Buchrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,node/385235761,385235761,node,,,,,Migros,supermarket,POINT (8.0703718 47.0559837),Migros,Q680727,de:Migros,Wolhusen,,6110,Entlebucherstrasse,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",,,Genossenschaft Migros Luzern,,,,,36,Wolhusen Dorfmärt,,,https://filialen.migros.ch/de/migros-supermarkt-wolhusen-dorfmaert,,,,,Migros Wolhusen (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,node/442702205,442702205,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.275256 47.0778381),Migros,Q680727,de:Migros,,,,,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,,Emmenbrücke Sonnenplatz,,,https://filialen.migros.ch/de/migros-supermarkt-emmenbruecke-sonnenplatz,,,,,Migros Emmenbrücke (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,node/506648661,506648661,node,,,,,Migros,supermarket,POINT (8.3168248 47.0423384),Migros,Q680727,en:Migros,Luzern,,6005,Tribschenstrasse,"Mo-Fr 07:00-19:00, Sa 07:00-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,66,Luzern Tribschenstrasse,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-tribschenstrasse,,,,,Migros Tribschenstrasse,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,node/528141420,528141420,node,,,,,Migros,supermarket,POINT (7.9947253 47.1235426),Migros,Q680727,en:Migros,Willisau,,6130,Ettiswilerstrasse,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",,,Genossenschaft Migros Luzern,,,,,14,Willisau Chrüzhof,,,https://filialen.migros.ch/de/migros-supermarkt-willisau-chruezhof,+41 41 672 61 61,,,,Migros Willisau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,node/594574148,594574148,node,,,,,Migros,supermarket,POINT (8.1021662 47.1728168),Migros,Q680727,de:Migros,Sursee,,6210,Bahnhofstrasse,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-17:00; PH off,yes,yes,Genossenschaft Migros Luzern,,,,,28,Sursee Surseepark,,,https://filialen.migros.ch/de/migros-supermarkt-surseepark,,,,,Migros Surseepark (MMM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,node/1069059529,1069059529,node,,,,,Migros,supermarket,POINT (8.3072505 47.0461309),Migros,Q680727,de:Migros,Luzern,,6003,Winkelriedstrasse,Mo-Fr 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00; PH off,,yes,Genossenschaft Migros Luzern,,,,,58,Luzern Waldstätter,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-waldstaetter,,,,,Migros Waldstätter,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,node/1083855663,1083855663,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.309215 47.019095),Migros,Q680727,de:Migros,Horw,,6048,Gemeindehausplatz,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,14-15,Horw,,,https://filialen.migros.ch/de/migros-supermarkt-horw,,,,,Migros Horw,2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,node/1145599864,1145599864,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.2922426 47.0737083),Migros,Q680727,de:Migros,Emmenbrücke,,6020,Seetalstrasse,"Mo-Th 09:00-19:00, Fr 09:00-21:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,50,Emmen Wohncenter,,,https://filialen.migros.ch/de/migros-supermarkt-emmen-wohncenter,,,,,Migros Emmen (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,node/1191792633,1191792633,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.2738856 47.0898165),Migros,Q680727,de:Migros,Emmenbrücke,,6020,Kapfstrasse,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,limited,Genossenschaft Migros Luzern,,,,,3,Emmen Kapf,,,https://filialen.migros.ch/de/migros-supermarkt-emmen-kapf,,,,,Migros Kapf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,node/1254632070,1254632070,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.3282536 47.0374219),Migros,Q680727,en:Migros,Luzern,,6005,Langensandstrasse,"Mo-Th 08:30-19:00, Fr 08:30-21:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,23,Luzern Schönbühl,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-schoenbuehl,,,,,Migros Schönbühl (MM),,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,node/1278535198,1278535198,node,,,,,Migros,supermarket,POINT (8.4287189 47.1413116),Migros,Q680727,en:Migros,Rotkreuz,,6343,Buonaserstrasse,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,1,Rotkreuz,,Arkadenhof,https://filialen.migros.ch/de/migros-supermarkt-rotkreuz,,,,,Migros Rotkreuz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,node/1334477909,1334477909,node,,,,,Migros,supermarket,POINT (8.3155116 47.0605745),Migros,Q680727,,Luzern,,6006,Mettenwylstrasse,"Mo-Fr 08:00-12:15,13:30-19:00, Sa 08:00-17:00; PH off",,,Genossenschaft Migros Luzern,,,,,2,Luzern Wesemlin,,,https://filialen.migros.ch/de/migros-partner-luzern-wesemlin,,,,,Migros Partner Wesemlin,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,node/1351032263,1351032263,node,,,,,Migros,supermarket,POINT (8.2993724 47.0505994),Migros,Q680727,de:Migros,Luzern,,6003,Bruchstrasse,Mo-Fr 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00; PH off,,,Genossenschaft Migros Luzern,,,,,18,Luzern Bruchstrasse,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-bruchstrasse,,,,,Migros Bruchstrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,node/1369379077,1369379077,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.274562 47.0616861),Migros,Q680727,de:Migros,,,,,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,,Ruopigen,,,https://filialen.migros.ch/de/migros-supermarkt-ruopigen-zentrum-luzern,,,,,Migros Ruopigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,node/1410077849,1410077849,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.0153395 46.9487883),Migros,Q680727,en:Migros,Schüpfheim,,6170,Vormüli,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,Genossenschaft Migros Luzern,,,,,1,Schüpfheim,,,https://filialen.migros.ch/de/migros-supermarkt-schuepfheim,+41 41 484 11 08,,,,Migros Schüpfheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,node/1411316292,1411316292,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.441276 47.0838219),Migros,Q680727,de:Migros,Küssnacht am Rigi,,6403,Siegwartstrasse,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,11,Küssnacht Rigimärt,,,https://filialen.migros.ch/de/migros-supermarkt-kuessnacht-rigimaert,,,,,Migros Küssnacht am Rigi (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,node/1560009340,1560009340,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.2498547 46.8968476),Migros,Q680727,de:Migros,Sarnen,,6060,Nelkenstrasse,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",yes,yes,Genossenschaft Migros Luzern,,,,,5,Sarnen Center,,,https://filialen.migros.ch/de/migros-supermarkt-sarnen-sarnen-center,+41 41 666 53 33,,,,Migros Sarnen (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,node/1611482000,1611482000,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.4152878 46.9777078),Migros,Q680727,de:Migros,Buochs,,6374,Ennetbürgerstrasse,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,45,Buochs,,,https://filialen.migros.ch/de/migros-supermarkt-buochs,,,,,Migros Buochs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,node/1739677580,1739677580,node,,,,,Migros,supermarket,POINT (8.3115307 46.9842701),Migros,Q680727,de:Migros,Hergiswil NW,,6052,Seestrasse,Mo-Fr 07:30-19:00; Sa 07:30-18:00; PH off,,,Genossenschaft Migros Luzern,,,,,15,Hergiswil NW,,,https://filialen.migros.ch/de/migros-supermarkt-hergiswil-nw,,,,,Migros Hergiswil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,node/1841821791,1841821791,node,,,,,Migros,supermarket,POINT (8.3046528 47.0313468),Migros,Q680727,en:Migros,Luzern,,6005,Zihlmattweg,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,46,Luzern Allmend,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-allmend,+41 41 414 48 40,,,,Migros Allmend,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,node/2078966782,2078966782,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.1128659 47.0882122),Migros,Q680727,de:Migros,Ruswil,,6017,Rüediswilerstrasse,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,79,Ruswil,,,https://filialen.migros.ch/de/migros-supermarkt-ruswil,,,,,Migros Ruswil,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,node/2533251313,2533251313,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.1995094 47.1169875),Migros,Q680727,de:Migros,Sempach Station,,6203,Mettenwilstrasse,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,11,Sempach Station,,,https://filialen.migros.ch/de/migros-supermarkt-sempach-station,,,,,Migros Sempach Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
